ID,Comments,raw text,emojis
20,"bro i only wanted to be dramatic tmrw but since i have school and can't therefore be dramatic dramatic i have to be that today hehe

so anyways tmrw it's gonna be a year since i saw louis🙁🙁🤍 but not only that..it's also gonna be a year since i first felt comfortable in +","bro i only wanted to be dramatic tmrw but since i have school and can't therefore be dramatic dramatic i have to be that today hehe

so anyways tmrw it's gonna be a year since i saw louis but not only that..it's also gonna be a year since i first felt comfortable in +",['🤍']
21,have a great one 🤍,have a great one ,['🤍']
22,"10/10 for all three of them, i'm absolutely in love with all of those designs 🤍","10/10 for all three of them, i'm absolutely in love with all of those designs ",['🤍']
23,"i would love for you to add those sun pics💚🫶☀️⚡️.

no hiding- the world wants ( needs ) to see your light 🙏🤍✨🪞","i would love for you to add those sun pics🫶☀️⚡️.

no hiding- the world wants ( needs ) to see your light ✨🪞","['🙏', '🤍']"
24,"230410 — yj daily recap

our recap board is so full 🤍

• twtitter - posted by gyu 🧸
• yawnzzn ig update
• t:time yeonjun in taipei
• to do ep 103
• weverse replies 🥺
• kundal

#yeonjun #yjupdates","230410 — yj daily recap

our recap board is so full 

• twtitter - posted by gyu 🧸
• yawnzzn ig update
• t:time yeonjun in taipei
• to do ep 103
• weverse replies 
• kundal

#yeonjun #yjupdates",['🤍']
25,"protect me, my family, and loved ones always, lord. thank you po 🤍","protect me, my family, and loved ones always, lord. thank you po ",['🤍']
26,"i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...🔆","i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...",[]
27,soft and fluffy 🤍🐰☁️,soft and fluffy ☁️,"['🤍', '🐰']"
28,"twibbonnya gemes bangettt, happy birthday miu! wishing u nothing but the best, have a blast yaa! 🎀🤍","twibbonnya gemes bangettt, happy birthday miu! wishing u nothing but the best, have a blast yaa! ",['🤍']
29,either way it is still a good choice 🤍,either way it is still a good choice ,['🤍']
30,i couldn't agree more 💯🌸🤍,i couldn't agree more ,['🤍']
31,"i'm still processing everything... actor  kim doyoung, you're one of a kind😭🤍","i'm still processing everything... actor  kim doyoung, you're one of a kind","['😭', '🤍']"
32,"charaaaaaan 🥳 that's the end hehe. thank you for reading my very first au! :)

feedbacks? suggestions? thoughts? send it all here, i'll be happy to read it! 🤍","charaaaaaan  that's the end hehe. thank you for reading my very first au! :)

feedbacks? suggestions? thoughts? send it all here, i'll be happy to read it! ","['🥳', '🤍']"
33,great to see his work on the feed again. honestly missed it 🤍,great to see his work on the feed again. honestly missed it ,['🤍']
34,"welcome back youngk !!!!! 😭🤍
#welcome_back_youngk","welcome back youngk !!!!! 
#welcome_back_youngk","['😭', '🤍']"
35,"yoongi, absolutely!!! you have no idea how excited i am to hear your personal diary. truly 🫂 looking forward to d-day !!!!!!","yoongi, absolutely!!! you have no idea how excited i am to hear your personal diary. truly  looking forward to d-day !!!!!!",[]
36,our first time 🤍,our first time ,['🤍']
37,"page 100 of 365📖, thank youuuuu, lord as always 🤍","page 100 of 365, thank youuuuu, lord as always ",['🤍']
38,"🦈🖤🤍🦈switch up, look at things different, see the bigger picture🦈🖤🤍🦈
#ssot","switch up, look at things different, see the bigger picture
#ssot","['🤍', '🤍']"
39,having god centered in mines and my future husbands relationship is the best thing in the world. this man is such a huge blessing! 🤍,having god centered in mines and my future husbands relationship is the best thing in the world. this man is such a huge blessing! ,['🤍']
40,"happiest birthday to you, our lovely jimin! wishing your beautiful soul all the love and good things the world has to offer 🤍✨️","happiest birthday to you, our lovely jimin! wishing your beautiful soul all the love and good things the world has to offer ✨️",['🤍']
41,"trading my inv - 💗

➝ i don’t offer 🚫
➝ like is = nty ✖️
ᝰeverything i am looking for is down the thread ᝰ
⚠️i do not cross trade⚠️

✰some items will probably not be for trade ✰

tags 🏷️ ﾟ→ #adoptmetrade #adoptmetrades #amtrading","trading my inv - 

➝ i don’t offer 
➝ like is = nty ✖️
ᝰeverything i am looking for is down the thread ᝰ
⚠️i do not cross trade⚠️

✰some items will probably not be for trade ✰

tags ️ ﾟ→ #adoptmetrade #adoptmetrades #amtrading",[]
42,"stolen from ivan 

how do you see me?

🤍: intimidating, popular, always on tl, scared to interact 
💥: chaotic, never shuts up, funny, wild, slightly worrying
💌: soft, comfort person, friendly, would protect
🤎: crush, lowkey in love, let’s date","stolen from ivan 

how do you see me?

: intimidating, popular, always on tl, scared to interact 
: chaotic, never shuts up, funny, wild, slightly worrying
: soft, comfort person, friendly, would protect
: crush, lowkey in love, let’s date",['🤍']
43,"i am grateful to be alive, and well. 🤍","i am grateful to be alive, and well. ",['🤍']
44,"i'm going home now! #kihyun 
thank you for being with us [even] on the last show of [play]! #kihyun 
 i'll do a live with bongsook in a few days #kihyun 
y/n thank you and have a good night #kihyun  
okay!🖤🤍💋
no problem!🖤🤍💋
okay!🖤🤍🐶💋
thanks🙏🖤🤍💋
#monstax #kihyun","i'm going home now! #kihyun 
thank you for being with us [even] on the last show of [play]! #kihyun 
 i'll do a live with bongsook in a few days #kihyun 
y/n thank you and have a good night #kihyun  
okay!
no problem!
okay!
thanks
#monstax #kihyun","['🤍', '🤍', '🤍', '🙏', '🤍']"
45,all ive done is eat the last 2 days … and now i want a chocolate egg after having tuna and two hash browns 😔,all ive done is eat the last 2 days … and now i want a chocolate egg after having tuna and two hash browns ,[]
46,happy monday indeed! sun is shining here for what feels like the first time in months. 🖤 how you today?,happy monday indeed! sun is shining here for what feels like the first time in months.  how you today?,[]
47,"happy birthday danielle! i love you, please have a wonderful day 🤍

happy birthday danielle
#our_sunshine_danielle
#happydanielleday 
#4월에_핀_해바라기_다니엘","happy birthday danielle! i love you, please have a wonderful day 

happy birthday danielle
#our_sunshine_danielle
#happydanielleday 
#4월에_핀_해바라기_다니엘",['🤍']
48,i read tweets that it’s a democrat state therefore it’s on them…🤦🏻‍♀️ geez 🙄 freaking unbelievable,i read tweets that it’s a democrat state therefore it’s on them…‍♀️ geez  freaking unbelievable,[]
49,mashallah what a lovely picture. happy birthday once again kasim!🤍,mashallah what a lovely picture. happy birthday once again kasim!,['🤍']
50,wait till i have my daughter 💕 ima be so extra with her outfits just like jasmine 😂 🥰  me and jasmine wanted a girl soooo bad i knew she was going do everything over the top just like i would 🤍,wait till i have my daughter  ima be so extra with her outfits just like jasmine    me and jasmine wanted a girl soooo bad i knew she was going do everything over the top just like i would ,"['😂', '🥰', '🤍']"
51,thank you queen 🥺 godbless your beautiful heart 🤍,thank you queen  godbless your beautiful heart ,['🤍']
52,"i'm in my own lane, on my own vibe. everyday i'm tryna improve myself mentally, physically, emotionally  spiritually.. if i lose people during the process so be it 🤍","i'm in my own lane, on my own vibe. everyday i'm tryna improve myself mentally, physically, emotionally &amp; spiritually.. if i lose people during the process so be it ",['🤍']
53,jeonghan and his love cheeks selca 🥺 so adorable 🤍🖤,jeonghan and his love cheeks selca  so adorable ,['🤍']
54,i’d like to add that i will still like nsfw content just not rt it 🤍,i’d like to add that i will still like nsfw content just not rt it ,['🤍']
55,no one told me pilates would be this hard 😭,no one told me pilates would be this hard ,['😭']
56,i love lyric so much it’s crazy 🥺 i’ve loved her since day 1,i love lyric so much it’s crazy  i’ve loved her since day 1,[]
57,mother gluten-free  will drop by the french tv show “ c à vous “ tonight where she will give a live performance of her song and talk about her #eurovision2023 attendance! 😍🤍,mother gluten-free  will drop by the french tv show “ c à vous “ tonight where she will give a live performance of her song and talk about her #eurovision2023 attendance! ,"['😍', '🤍']"
58,happiest birthday to my girlie danielle 🤍,happiest birthday to my girlie danielle ,['🤍']
59,"so so so much support. love you all, thank you so much 🤍","so so so much support. love you all, thank you so much ",['🤍']
60,i want some wing stop for lunch 😭,i want some wing stop for lunch ,['😭']
61,i wanna get to know u bff 😇 who's ur fav??,i wanna get to know u bff  who's ur fav??,['😇']
62,it means a lot to hear that. this one has a lot of my heart put into it🥺😭 🤍,it means a lot to hear that. this one has a lot of my heart put into it ,"['😭', '🤍']"
63,just when i thought he couldn't get any more hotter you guys drop this edit 😭🤍,just when i thought he couldn't get any more hotter you guys drop this edit ,"['😭', '🤍']"
64,"if there’s one thing that’s going to fuck me up on a monday, it’s doing my taxes 🫠🫠🫠🫠🫠🫠🫠","if there’s one thing that’s going to fuck me up on a monday, it’s doing my taxes ","['\U0001fae0', '\U0001fae0', '\U0001fae0', '\U0001fae0', '\U0001fae0', '\U0001fae0', '\U0001fae0']"
65,charlotte is gonna be an experience. 😂🤍 #spnfamily #spnnc,charlotte is gonna be an experience.  #spnfamily #spnnc,"['😂', '🤍']"
66,so i can know when to get down so god won’t be annoyed 😂🤣,so i can know when to get down so god won’t be annoyed ,"['😂', '🤣']"
67,i literally despise my bday smm im not joking but everyone on here makes it so special it makes me enjoy the day smmm more i’ll actually sobb 😭💖💕💕i really have the best friends i cannott🩷🩷🩷🩷,i literally despise my bday smm im not joking but everyone on here makes it so special it makes me enjoy the day smmm more i’ll actually sobb i really have the best friends i cannott🩷🩷🩷🩷,['😭']
68,"เก่งมากกก 🐰♡🤍

melody of scents d3
#dojaejung_commitment","เก่งมากกก ♡

melody of scents d3
#dojaejung_commitment","['🐰', '🤍']"
69,too cute cuddling by the fire 🥰!,too cute cuddling by the fire !,['🥰']
70,have fun with our boys tomorrow!!! cheer for me!!! 🤍📢❤️,have fun with our boys tomorrow!!! cheer for me!!! ❤️,['🤍']
71,the sos phone issue may be in the router so i’ll put it on my list of shit to do today 😁,the sos phone issue may be in the router so i’ll put it on my list of shit to do today ,[]
72,they’ve been shouting “brother bernard” on this set since we started 😂😂😂,they’ve been shouting “brother bernard” on this set since we started ,"['😂', '😂', '😂']"
73,"remember, he wastes nothing. your hardest battles, the most painful time in your entire life up to this point: it wasn’t for nothing 🤍🕊️","remember, he wastes nothing. your hardest battles, the most painful time in your entire life up to this point: it wasn’t for nothing ️",['🤍']
74,"last dsmp stream today i’m not ready for it, it feels so strange to say…i’m gonna get my tissues ready 😭","last dsmp stream today i’m not ready for it, it feels so strange to say…i’m gonna get my tissues ready ",['😭']
75,"absolutely devastated to have my season cut short. onwards and upwards from here, i will be back stronger! 🤍💙

“for i know the plans i have for you,” declares the lord, “plans to prosper you and not to harm you, plans to give you hope and a future.” - jeremiah 29:11","absolutely devastated to have my season cut short. onwards and upwards from here, i will be back stronger! 

“for i know the plans i have for you,” declares the lord, “plans to prosper you and not to harm you, plans to give you hope and a future.” - jeremiah 29:11",['🤍']
76,this pic warms my heart. i hope it makes you smile on your birthday 🩷 have a lovely day 🌷🎂,this pic warms my heart. i hope it makes you smile on your birthday 🩷 have a lovely day ,[]
77,this weeks stream schedule!! excited to be back streaming!! 💜,this weeks stream schedule!! excited to be back streaming!! ,[]
78,"can't be a beta because i'm not an english speaker, but i am seated 👀","can't be a beta because i'm not an english speaker, but i am seated ",['👀']
79,"ดีมากกก 😭🤍

melody of scents d3
#dojaejung_passion","ดีมากกก 

melody of scents d3
#dojaejung_passion","['😭', '🤍']"
80,eddie nam accepted my request on linkedin 🙃,eddie nam accepted my request on linkedin ,[]
81,"bye bye 👋 take care, p'bai 🤍
have a good night, sleep well 😴 
#laysmaxexclusivelivexbright
#bbrightvc","bye bye  take care, p'bai 
have a good night, sleep well  
#laysmaxexclusivelivexbright
#bbrightvc",['🤍']
82,"karina is truly the best leader aespa could have asked for, she takes care of giselle, winter and ningning like an older sister. someone with such pure and loving heart like hers should have the happiest birthday ever 🤍","karina is truly the best leader aespa could have asked for, she takes care of giselle, winter and ningning like an older sister. someone with such pure and loving heart like hers should have the happiest birthday ever ",['🤍']
83,i will take to the grave getting cupcakes instead of a cake due to the spit on the cake from blowing out candles. especially kids 🤷🏻‍♀️,i will take to the grave getting cupcakes instead of a cake due to the spit on the cake from blowing out candles. especially kids ‍♀️,[]
84,"u did well today, and don't forget to rest 🤍🐿️","u did well today, and don't forget to rest ️",['🤍']
85,the ladies who sell avon will know what i'm talking about.... 🍀🤍,the ladies who sell avon will know what i'm talking about.... ,['🤍']
86,happy monday from your fave nursing student 🤍,happy monday from your fave nursing student ,['🤍']
87,rod wave really hit w/ them lyrics in “ fight the feeling “ 🤍✨,rod wave really hit w/ them lyrics in “ fight the feeling “ ✨,['🤍']
88,i love this club. i worry that we’ll be the next bury or whatever cautionary tale. i pray that doesn’t happen. i’m praying for a miracle. up the albion. 💙🤍,i love this club. i worry that we’ll be the next bury or whatever cautionary tale. i pray that doesn’t happen. i’m praying for a miracle. up the albion. ,['🤍']
89,yaaaay! 4 comms secured tonight 💗 tysm for trustingggg 🥰,yaaaay! 4 comms secured tonight  tysm for trustingggg ,['🥰']
90,good morning  twitter family  hope you are having a great day  ❤😘🐞🌷🌼🍀🌈💚😊🦋🤍🤗🤍🦋,good morning  twitter family  hope you are having a great day  ❤,"['🤍', '🤍']"
91,"some gorgeous babez are available on the secondary for 0.075 - 0.2👀🤍

check them out👇


#nfts #nftcommunity #opensea #nftart","some gorgeous babez are available on the secondary for 0.075 - 0.2

check them out


#nfts #nftcommunity #opensea #nftart","['👀', '🤍']"
92,"your girl made a capybara! 🤍

also check out my page on insta!","your girl made a capybara! 

also check out my page on insta!",['🤍']
93,when i was in middle school i thought i was so cool cause i had a poster wall  my mom decorated my room chocolate brown  hot pink . i miss those days man 😩,when i was in middle school i thought i was so cool cause i had a poster wall &amp; my mom decorated my room chocolate brown &amp; hot pink . i miss those days man ,[]
94,"keep crying,, and no matter how much you plan remember ""allah is the best of planners!"" 🤍🔥
#babarazamisourredline
#stayinyourlimitsnajamsethi","keep crying,, and no matter how much you plan remember ""allah is the best of planners!"" 
#babarazamisourredline
#stayinyourlimitsnajamsethi","['🤍', '🔥']"
95,congratulations.. many more special yet to come. 🤍,congratulations.. many more special yet to come. ,['🤍']
96,gm have a great start to your week y’all 🤍,gm have a great start to your week y’all ,['🤍']
97,the worst type of bitches 😭,the worst type of bitches ,['😭']
98,"as #cambridge based vale fans we refer to #oxford as the ""other place"". what i didnt realise until today is that football players in the other place like to spend a lot of time lying on the floor... come on vale 🖤🤍","as #cambridge based vale fans we refer to #oxford as the ""other place"". what i didnt realise until today is that football players in the other place like to spend a lot of time lying on the floor... come on vale ",['🤍']
99,you will be my story 😉🤍,you will be my story ,"['😉', '🤍']"
100,the safest place on earth 🫣😱 according to they're  propaganda media's.,the safest place on earth  according to they're  propaganda media's.,[]
101,that was an absolute monster of a 6 from faf 🫶🏻,that was an absolute monster of a 6 from faf 🫶,[]
102,"don't let it take your soul
look at me take control
when knowing to fight this war
this is nothing worth dying for
are you ready to begin?
this is a battle that we are gonna win 💪🏼

one day at a time  🤍","don't let it take your soul
look at me take control
when knowing to fight this war
this is nothing worth dying for
are you ready to begin?
this is a battle that we are gonna win 

one day at a time  ",['🤍']
103,have a great day 🤍✌️,have a great day ✌️,['🤍']
104,"today we remember stuart sutcliffe, john lennon's darling friend who passed away on this day in 1962. stu inspired john's artistically in many ways and was also inspired by john

i hope they had the opportunity to hug once more 🤍 may stu rest in peace","today we remember stuart sutcliffe, john lennon's darling friend who passed away on this day in 1962. stu inspired john's artistically in many ways and was also inspired by john

i hope they had the opportunity to hug once more  may stu rest in peace",['🤍']
105,"if by slay you mean cuddle my cat and be chronically online, then ofc! 🤣🤍","if by slay you mean cuddle my cat and be chronically online, then ofc! ","['🤣', '🤍']"
106,"will read it later, thank you 🥰🥰🥰","will read it later, thank you ","['🥰', '🥰', '🥰']"
107,"aw thank you, beb 🥹 you did great today too, and i'm so proud of you, beb 🤍","aw thank you, beb  you did great today too, and i'm so proud of you, beb ","['\U0001f979', '🤍']"
108,"got married this weekend and then celebrated at turner falls with all of my people 
happy 🤍","got married this weekend and then celebrated at turner falls with all of my people 
happy ",['🤍']
109,he did say that 😭,he did say that ,['😭']
110,happy place 🥹❤️,happy place ❤️,['\U0001f979']
111,"i never thought i would be this attach to u two that voting everyday become part of my everyday routine. idk how big the chance to happen but im still hoping you'll debut tgt. whatever the result, im so so so proud of u my seunghao 🤍

#유승언 #yooseungeon #장하오 #zhanghao","i never thought i would be this attach to u two that voting everyday become part of my everyday routine. idk how big the chance to happen but im still hoping you'll debut tgt. whatever the result, im so so so proud of u my seunghao 

#유승언 #yooseungeon #장하오 #zhanghao",['🤍']
112,i don’t rlly feel much attachment to this acc anymore but im glad i made it and the connections i made from it 🤍,i don’t rlly feel much attachment to this acc anymore but im glad i made it and the connections i made from it ,['🤍']
113,#laysmaxexclusivelivexbright 🤍,#laysmaxexclusivelivexbright ,['🤍']
114,no i don’t wanna party no i don’t wanna drink and no i don’t wanna smoke. i wanna be sober minded and enjoy the life god has blessed me with 🙏🏼💕,no i don’t wanna party no i don’t wanna drink and no i don’t wanna smoke. i wanna be sober minded and enjoy the life god has blessed me with ,['🙏']
115,tnx for the support today fam 🤍,tnx for the support today fam ,['🤍']
116,"🇬🇪 “my love is my crown”

iru will sing “echo” for #georgia at this year’s #eurovision.

#lazarusheart exclusively at ...
🔴 
#geo #redbubble #esc #unitedinmusic"," “my love is my crown”

iru will sing “echo” for #georgia at this year’s #eurovision.

#lazarusheart exclusively at ...
 
#geo #redbubble #esc #unitedinmusic",[]
117,"thank you so much 😭💕🤍 i'll be working on him this week, maybe i can finish him soon ^^","thank you so much  i'll be working on him this week, maybe i can finish him soon ^^","['😭', '🤍']"
118,"3687. (9)vermont🌹
usa🇺🇸
exists in 4.5 billion years ago!
a giant angel mermaid was visiting arts of andrea mantegna with friends, impressed by his visual art, determined to share beauty and love of better future for everyone!(notice building)🌸
unite,friends!maga👫🇺🇸🌟❤️💙🤍💜🙏","3687. (9)vermont
usa
exists in 4.5 billion years ago!
a giant angel mermaid was visiting arts of andrea mantegna with friends, impressed by his visual art, determined to share beauty and love of better future for everyone!(notice building)
unite,friends!maga❤️","['🤍', '🙏']"
119,"yay!! welcome home brian 🤍
#welcome_home_youngk #영케이_전역_축하해","yay!! welcome home brian 
#welcome_home_youngk #영케이_전역_축하해",['🤍']
120,"everyday is so good because of you 🤍💜😺
#ten #tenlee #เตนล์ #tenlee_1001 #totenlee","everyday is so good because of you 
#ten #tenlee #เตนล์ #tenlee_1001 #totenlee",['🤍']
121,🤍 this is what love is about 🤍, this is what love is about ,"['🤍', '🤍']"
122,i’m gonna watch ateez on huge screen today 🥰,i’m gonna watch ateez on huge screen today ,['🥰']
123,"what’s on your mind / share your thoughts = my kind of people 
🤍","what’s on your mind / share your thoughts = my kind of people 
",['🤍']
124,"my ability is also going up and the ideal is ˙³˙)  ( ˙  罒  ˙)
it doesn't think that even if anything happens, it leads to tosu ☺ tong shi ̈ ⃝  💖 references ̮ ⌣̈ * 🤍💝🤍
3류는 지쳐도 감은. ☕starbucks coffee☕
2류는 피곤하면 휴식한다(✌︎ｻ˙˘˙ﾁ✌︎)","my ability is also going up and the ideal is ˙³˙)  ( ˙  罒  ˙)
it doesn't think that even if anything happens, it leads to tosu ☺ tong shi ̈ ⃝   references ̮ ⌣̈ * 
3류는 지쳐도 감은. ☕starbucks coffee☕
2류는 피곤하면 휴식한다(✌︎ｻ˙˘˙ﾁ✌︎)","['🤍', '🤍']"
125,"photocards info coming soon🙏🏻🤍

i will only sell a few sets!
몇 세트만 팔 거예요! 

편하게 디엠 주세요~
dm~
eng⭕️","photocards info coming soon

i will only sell a few sets!
몇 세트만 팔 거예요! 

편하게 디엠 주세요~
dm~
eng⭕️","['🙏', '🤍']"
126,thank you laura  you as well ♥️🙏🏻!,thank you laura &amp; you as well ♥️!,['🙏']
127,"“ready to 😴🤍”

???? yangzi is so crazy for this","“ready to ”

???? yangzi is so crazy for this",['🤍']
128,"you both did so well today hyunsuk  haruto, have a good rest babies!!🤍  #최현석","you both did so well today hyunsuk &amp; haruto, have a good rest babies!!  #최현석",['🤍']
129,"i got white, reply and im going to give you a color to post your fav album cover 🤍","i got white, reply and im going to give you a color to post your fav album cover ",['🤍']
130,i know 🤷‍♀️. i’m assuming the staff are instructed to be the kind and twaw type. no man/transwoman/whatever you want to call them should ever have access to a women’s refuge for this very reason.,i know ‍♀️. i’m assuming the staff are instructed to be the kind and twaw type. no man/transwoman/whatever you want to call them should ever have access to a women’s refuge for this very reason.,[]
131,they’ll just be kissing in between 🥹,they’ll just be kissing in between ,['\U0001f979']
132,"hii!! i’m fern, a v shy pngtuber but once you get to know me i’m v energetic. i love meeting new friends and playing video games 🤍","hii!! i’m fern, a v shy pngtuber but once you get to know me i’m v energetic. i love meeting new friends and playing video games ",['🤍']
133,"i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...🔆","i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...",[]
134,"i feel safe in white because deep down inside, i'm an angel. — s.c.

🤍","i feel safe in white because deep down inside, i'm an angel. — s.c.

",['🤍']
135,"yes, cause the other guy is from poland 😭","yes, cause the other guy is from poland ",['😭']
136,😂😂😂 sit back  mind my mfin business, sit back &amp; mind my mfin business,"['😂', '😂', '😂']"
137,"you are the one who brings me happiness, and the one who makes me feel like the luckiest person in the world. i look forward to many more birthdays with you, my precious one. you have the first peace of my birthday cake. 🥺🎂🤍","you are the one who brings me happiness, and the one who makes me feel like the luckiest person in the world. i look forward to many more birthdays with you, my precious one. you have the first peace of my birthday cake. ",['🤍']
138,"i love this. ❤️ pigeons get a bad rap, but they’re such smart, sweet birds. (and yes i’m biased. 😂)","i love this. ❤️ pigeons get a bad rap, but they’re such smart, sweet birds. (and yes i’m biased. )",['😂']
139,"but why do i want to use that word in my everyday vocabulary now!! 😂😂😂
“just know it doesn’t make sense dramaturgically for me to order an appetizer when i’m going for a steak and lobster dinner!”","but why do i want to use that word in my everyday vocabulary now!! 
“just know it doesn’t make sense dramaturgically for me to order an appetizer when i’m going for a steak and lobster dinner!”","['😂', '😂', '😂']"
140,aww that's so sweet 🤍,aww that's so sweet ,['🤍']
141,time check. baobei's happiness 🤍,time check. baobei's happiness ,['🤍']
142,"as fate would have it, i am 😌","as fate would have it, i am ",[]
143,oh my gosh yes!! ty 🥰 amazing! i was just hanging out with a mrigashira moon with mercury in swati last night!! he was the inspiration for the original tweet as i was learning more about him! love how the universe aligns to similar energies once you tap in 🤍,oh my gosh yes!! ty  amazing! i was just hanging out with a mrigashira moon with mercury in swati last night!! he was the inspiration for the original tweet as i was learning more about him! love how the universe aligns to similar energies once you tap in ,"['🥰', '🤍']"
144,"word hurdle 897 5/6 #wordhurdle
🤍💛🤍🤍💛🤍
🤍🤍🤍🤍🤍🤍
🤍🤍💙🤍💛🤍
💛💛💛🤍🤍🤍
💙💙💙💙💙💙


play our other games like spider, at","word hurdle 897 5/6 #wordhurdle







play our other games like spider, at","['🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍', '🤍']"
145,11:11 all wishes of jay to come true 🤍,11:11 all wishes of jay to come true ,['🤍']
146,thank you for your lovely words making my day brighter camellia 🙏🌞🤍🌖,thank you for your lovely words making my day brighter camellia ,"['🙏', '🤍']"
147,11:11 i have everything i could ever wish for 🤍,11:11 i have everything i could ever wish for ,['🤍']
148,all are taken thank u so much 🤍,all are taken thank u so much ,['🤍']
149,"•04/10/2023• 

proud of u babe 🤍 welcome home, furbabies!!!! 🥹🫶🏻","•04/10/2023• 

proud of u babe  welcome home, furbabies!!!! 🫶","['🤍', '\U0001f979']"
150,thankuu 🤍 x2 ended and didnt manage to finish them 😞,thankuu  x2 ended and didnt manage to finish them ,['🤍']
151,my youth 🤍🌿,my youth ,['🤍']
152,happy to see karina celebrating her birthday with the members 3 my aes girlies 🤍,happy to see karina celebrating her birthday with the members &lt;3 my aes girlies ,['🤍']
153,and am in love with ur edit again n again 🤍💜,and am in love with ur edit again n again ,['🤍']
154,it was perfect. 🤍,it was perfect. ,['🤍']
155,sharing love and life with someone is my favorite 🤍,sharing love and life with someone is my favorite ,['🤍']
156,"i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...🔆","i have no belongings,
as free as a balloon for flying to take me to the light, to the only thing i belong to...",[]
157,"mike is kind😭thank you always🥰

by the way, please call me makko 🥰","mike is kindthank you always

by the way, please call me makko ","['😭', '🥰', '🥰']"
158,"11:11  happy birthday to this angel, i love you in every universe 🤍","11:11  happy birthday to this angel, i love you in every universe ",['🤍']
159,"sunoo’s confused reaction when jay didn’t put his leg on his lap ,instead he just tapped his shoulder :(( 🥺😭🤍
i love them so much💖💖😭
#sunoo #enhypen_sunoo","sunoo’s confused reaction when jay didn’t put his leg on his lap ,instead he just tapped his shoulder :(( 
i love them so much
#sunoo #enhypen_sunoo","['😭', '🤍', '😭']"
160,"yeonjun was so drunk on suchwita, he doesn’t remember anything😭😭😭😭😭😭😭😭😭😭😭😭he’s so embarrassed for being drunk it’s so cute","yeonjun was so drunk on suchwita, he doesn’t remember anythinghe’s so embarrassed for being drunk it’s so cute","['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']"
161,good morning chris! wishing you a great day my friend 🤍🙌🙌,good morning chris! wishing you a great day my friend ,['🤍']
