ID,Comments,raw text,emojis
38,nah cs my bsf called me after she did her hair 😍😍.. and lmfaoo now i want her to do my hair,nah cs my bsf called me after she did her hair .. and lmfaoo now i want her to do my hair,"['😍', '😍']"
39,basically d-day is yoonpearl's child. 😍,basically d-day is yoonpearl's child. ,['😍']
40,"look at the bright red ❤️❤️❤️😍👌👌
badygechillies 😍🔥🔥🔥

for rasam powder cummin seeds must be bit more to enhance flavor
also i add some toordal to thicken..
awesome pwdr 👌👌","look at the bright red ❤️❤️❤️
badygechillies 

for rasam powder cummin seeds must be bit more to enhance flavor
also i add some toordal to thicken..
awesome pwdr ","['😍', '😍', '🔥', '🔥', '🔥']"
41,"this trending music game is super addictive 😍 fun, exciting and challenging! 💥 
check it out! 👉tiles hop👈 
#tileshop #musicgame #playing #mobile #game #fun #trending #amanotes","this trending music game is super addictive  fun, exciting and challenging!  
check it out! tiles hop 
#tileshop #musicgame #playing #mobile #game #fun #trending #amanotes","['😍', '👉']"
42,"she may not admit it because she's so humble but, she is by far, to me, the most entertaining tennis player on tour. love ons! 😍 sabalenka/sakari gets an honorable mention 🙂","she may not admit it because she's so humble but, she is by far, to me, the most entertaining tennis player on tour. love ons!  sabalenka/sakari gets an honorable mention ",['😍']
43,shit i’d let you sit on my face and suffocate me 🤤❤️😍,shit i’d let you sit on my face and suffocate me ❤️,['😍']
44,thank you for coming around.💃💃💃💃,thank you for coming around.,[]
45,it's great. between an innocent look and a provocative one! 😍😇,it's great. between an innocent look and a provocative one! ,"['😍', '😇']"
46,you could wear the ajax bob marley shirt to a funeral n everyone would luv it😍🔥,you could wear the ajax bob marley shirt to a funeral n everyone would luv it,"['😍', '🔥']"
47,it’s complicated 🤣😍🤗,it’s complicated ,"['🤣', '😍']"
48,"from me she got no profit, then will leave...
that's the world, but who can blame them, for they have to live...
 so i feel ok...
i know not each away is from ur hand,  but some are.
i intentionally wrong u , just want to correct u😍

so now u know...
my heart is clear...🪷","from me she got no profit, then will leave...
that's the world, but who can blame them, for they have to live...
 so i feel ok...
i know not each away is from ur hand,  but some are.
i intentionally wrong u , just want to correct u

so now u know...
my heart is clear...🪷",['😍']
49,omg if god truly made man in his image… holy f he is one gorgeous man from what i’m seeing 😍😍😍😍,omg if god truly made man in his image… holy f he is one gorgeous man from what i’m seeing ,"['😍', '😍', '😍', '😍']"
50,loved every minute of it 😍😍 the red suits made my saturday night 😁😁 and loved hearing walls ❤️❤️ very gospel and happy easter,loved every minute of it  the red suits made my saturday night  and loved hearing walls ❤️❤️ very gospel and happy easter,"['😍', '😍']"
51,#mallimodalaindhi just saw this movie.. you are such hilarious andi  movie lo🤗🤗👏🙌👍🙏😍❤️not sure how did we miss this:)  awesome dialogues and ur performance amazing andi :) “pathetic mix of johnwick and arundathi”  “golden leg of gotham city” haha 😀👍🙌👏,#mallimodalaindhi just saw this movie.. you are such hilarious andi  movie lo❤️not sure how did we miss this:)  awesome dialogues and ur performance amazing andi :) “pathetic mix of johnwick and arundathi”  “golden leg of gotham city” haha ,"['👍', '🙏', '😍', '👍']"
52,always serving looks and brilliance 😍,always serving looks and brilliance ,['😍']
53,i l♥️ve youuu more with my every breath🥰🙏🏻😍 infinitely🔥♾🔥eternally ❤️‍🔥🌹❤️‍🔥,i l♥️ve youuu more with my every breath infinitely♾eternally ❤️‍❤️‍,"['🥰', '🙏', '😍', '🔥', '🔥', '🔥', '🔥']"
54,this era of heeseung k!lls me every time 😍😍,this era of heeseung k!lls me every time ,"['😍', '😍']"
55,"gm！
a great week has started!🥳
in your spare time, let's have an exciting 3v3 game!😍
#demonwar #gamefi #nft #pvp #nftcommunity","gm！
a great week has started!
in your spare time, let's have an exciting 3v3 game!
#demonwar #gamefi #nft #pvp #nftcommunity","['🥳', '😍']"
56,i love my baby peoples on her daddy side! god blessed me with them😍,i love my baby peoples on her daddy side! god blessed me with them,['😍']
57,"give a dog a forever home 🥰🐶🐾💜 i mean… look at this face people… who wouldn’t want this fur baby in the family 😍#easterdog #happyeaster 
#rescuedog #dog #dogs #uk #adoptadog #glasgow #scotland #dogstrust","give a dog a forever home  i mean… look at this face people… who wouldn’t want this fur baby in the family #easterdog #happyeaster 
#rescuedog #dog #dogs #uk #adoptadog #glasgow #scotland #dogstrust","['🥰', '😍']"
58,do you like our umbrella for baby stroller? 📢share with friends who would love it too!😍😍  $21.99,do you like our umbrella for baby stroller? share with friends who would love it too!  $21.99,"['😍', '😍']"
59,"🔥 customized suga | agust d tour memorabilia concert ticket v2 🔥

- custom to your ticket seating
- choice between qr code for mv to agust d or daechwita or people pt. 2 
- #d_day updates with light mode backing!

who’s ready for #suga_agustd_tour?? 😍"," customized suga | agust d tour memorabilia concert ticket v2 

- custom to your ticket seating
- choice between qr code for mv to agust d or daechwita or people pt. 2 
- #d_day updates with light mode backing!

who’s ready for #suga_agustd_tour?? ","['🔥', '🔥', '😍']"
60,"then these are for you! 😍 enjoy! subscribe, like  leave a comment please!","then these are for you!  enjoy! subscribe, like &amp; leave a comment please!",['😍']
61,"how do you draw ogata so well 🥺😍 the smugness,,,, its captured perfectly","how do you draw ogata so well  the smugness,,,, its captured perfectly",['😍']
62,can’t help but spoil her😍🫶🏾💕 #easter2023,can’t help but spoil her🫶 #easter2023,['😍']
63,finally get to meet the pokebot memer of old 😍,finally get to meet the pokebot memer of old ,['😍']
64,😍deer life cycle facts #youtube #deers #shorts #ytshorts  via,deer life cycle facts #youtube #deers #shorts #ytshorts  via,['😍']
65,"oh my god

the expressions, the glasses, the glowing eyes 😳😍","oh my god

the expressions, the glasses, the glowing eyes ",['😍']
66,a very big thank you to all of you who rt  like our tweets.  much gratitude   😍,a very big thank you to all of you who rt &amp; like our tweets.  much gratitude   ,['😍']
67,oh absolutely! hey girls 😍🥵,oh absolutely! hey girls ,"['😍', '🥵']"
68,yessss i am so for it 😍💕 i ended my raven/crow hair phase but it was gorgeous when i had it! 👀,yessss i am so for it  i ended my raven/crow hair phase but it was gorgeous when i had it! ,"['😍', '👀']"
69,the string in this song 😍 elite music,the string in this song  elite music,['😍']
70,"good morning indeed 😍💜
ohhh you dont know how i miss you, jungkook. 
whatever you are doin, just enjoy 💜🥹💜
love you, jagiya 💜

bang pd-nim!!!! thank you!!! 👏🏻👏🏻","good morning indeed 
ohhh you dont know how i miss you, jungkook. 
whatever you are doin, just enjoy 
love you, jagiya 

bang pd-nim!!!! thank you!!! ","['😍', '\U0001f979']"
71,thanks so much sam  happy easter everyone!! 🐰✝️🍫💜😍🐣🥚🙏,thanks so much sam &amp; happy easter everyone!! ✝️,"['🐰', '😍', '🐣', '🥚', '🙏']"
72,"did u see the views on this video though? 😂😂😂😂😂.. king shit🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️👑👑👑👑👑

see beauty 😍😍😍😍🥳🥳🥳🥳🕺🕺🕺🕺
oya legwork 🕺🕺🕺🕺🕺

king khosi
khosi the topic","did u see the views on this video though? .. king shit‍♂️‍♂️‍♂️‍♂️

see beauty 
oya legwork 

king khosi
khosi the topic","['😂', '😂', '😂', '😂', '😂', '😍', '😍', '😍', '😍', '🥳', '🥳', '🥳', '🥳']"
73,"wow luke, great pic! always so handsome, inside and out, but looking especially sharp!😍","wow luke, great pic! always so handsome, inside and out, but looking especially sharp!",['😍']
74,"another wonderful (customized, etched glass) birthday gift from my husband! 😍 🖖🏻 #startrek","another wonderful (customized, etched glass) birthday gift from my husband!   #startrek",['😍']
75,you really fireee😍,you really fireee,['😍']
76,this is just too cute!!! 😍,this is just too cute!!! ,['😍']
77,will drop the makeup routine soon 😍,will drop the makeup routine soon ,['😍']
78,yo whaat!! you look so pretty reb. i can't take my eyes off you! 🥹😍,yo whaat!! you look so pretty reb. i can't take my eyes off you! ,"['\U0001f979', '😍']"
79,happy easter to you beautiful 😍,happy easter to you beautiful ,['😍']
80,"ooooof all might 🤤😍 you’re totally right, he’d be such a dilf.
i love your art 🤩🤩🤩","ooooof all might  you’re totally right, he’d be such a dilf.
i love your art ",['😍']
81,im never opening up again 😍😍😍,im never opening up again ,"['😍', '😍', '😍']"
82,ma sha allah  lovely picture 🤩😘😍,ma sha allah  lovely picture ,['😍']
83,what is it?😍,what is it?,['😍']
84,loved every minute of it 😍😍 the red suits made my saturday night 😁😁 and loved hearing walls ❤️❤️ very gospel. happy easter,loved every minute of it  the red suits made my saturday night  and loved hearing walls ❤️❤️ very gospel. happy easter,"['😍', '😍']"
85,it's been 2.5 weeks since 2 sandhills left. one showed up about 1 hour ago. roosting now. 😍😍🧐 jac 4/9/2023.,it's been 2.5 weeks since 2 sandhills left. one showed up about 1 hour ago. roosting now.  jac 4/9/2023.,"['😍', '😍']"
86,"🥓 pig candy bacon 🥓
the bacon you dream about... 😍 

food ➡"," pig candy bacon 
the bacon you dream about...  

food ➡",['😍']
87,i love that so much 😍😍 i get cat/fox energy. you’re really sleek and mysterious. you have this type of sense that draws people in and feel they need to know you 💞✨,i love that so much  i get cat/fox energy. you’re really sleek and mysterious. you have this type of sense that draws people in and feel they need to know you ✨,"['😍', '😍']"
88,"happy birthday  bhai many many returns of the day 🎂🧁 i hope all your dreams and wishes come true ameen 🤲😍
lots of love happiness respect and prayers with you always 💯😍","happy birthday  bhai many many returns of the day  i hope all your dreams and wishes come true ameen 
lots of love happiness respect and prayers with you always ","['😍', '😍']"
89,christ there adorable 😭😭😍😍 i'm so looking forward to the next ep!!,christ there adorable  i'm so looking forward to the next ep!!,"['😭', '😭', '😍', '😍']"
90,nah don't worry he's just shy 😍💞,nah don't worry he's just shy ,['😍']
91,"it’s so nice walking around late at night in this country so lively

😂😂u dare not do that in nija..i can’t even imagine myself going back home by 3 and everything will be normal

while we are completely at ease here🥰","it’s so nice walking around late at night in this country so lively

u dare not do that in nija..i can’t even imagine myself going back home by 3 and everything will be normal

while we are completely at ease here","['😂', '😂', '🥰']"
92,"good morning, love! why so handsome? 😎😍","good morning, love! why so handsome? ","['😎', '😍']"
93,"sometimes i thought we’d never see the light, we went through hell with heaven on our side😍❤️🥰😘","sometimes i thought we’d never see the light, we went through hell with heaven on our side❤️","['😍', '🥰']"
94,omg the beat news of 2023!! thank you  and ms parvez!! 😍🤞🏾🤞🏾🫶🏽,omg the beat news of 2023!! thank you  and ms parvez!! 🫶,['😍']
95,is this you 😍😍😍,is this you ,"['😍', '😍', '😍']"
96,my baby  came over to see me🥰🥰🫶🏽,my baby  came over to see me🫶,"['🥰', '🥰']"
97,"that's a lovely bark, but we need to see the goods! 😂👀😍","that's a lovely bark, but we need to see the goods! ","['😂', '👀', '😍']"
98,oh i bet it was!! yum!!😍😘🥰,oh i bet it was!! yum!!,"['😍', '🥰']"
99,i could do with a box of lamingtons rn😍😍😍,i could do with a box of lamingtons rn,"['😍', '😍', '😍']"
100,happy easter fred🐐🧡 i know u would of been clean as tf today 😍😫,happy easter fred i know u would of been clean as tf today ,['😍']
101,"i like shiny things, but i'd marry you with lightring 😄😭🙄☠️😭☠️👀💅👀😇😇😎😍😉🙂😭","i like shiny things, but i'd marry you with lightring ☠️☠️","['😭', '😭', '👀', '👀', '😇', '😇', '😎', '😍', '😉', '😭']"
102,"bisa dong, trusted yh brow😍💖","bisa dong, trusted yh brow",['😍']
103,it’s like a light is surging from your pussy 🧚‍♀️😍,it’s like a light is surging from your pussy ‍♀️,['😍']
104,"word , jordan been gone for the weekend and he came running when he saw me ..😍🥹 the best part about being a parent !","word , jordan been gone for the weekend and he came running when he saw me .. the best part about being a parent !","['😍', '\U0001f979']"
105,have a happy easter tay! love the purple 😍,have a happy easter tay! love the purple ,['😍']
106,i feel like shit but at least i’m a casual working on a public holiday with triple time 😍 i love australia,i feel like shit but at least i’m a casual working on a public holiday with triple time  i love australia,['😍']
107,self care has my skin   lips glowing  feeling so soft  my hair long  healthy 😍🥰 so obsessed with every part of me 😮‍💨🤤🥵,self care has my skin  &amp; lips glowing &amp; feeling so soft &amp; my hair long &amp; healthy  so obsessed with every part of me ‍,"['😍', '🥰', '🥵']"
108,i jerked off to this video multiple times. i love when they call you the f word 😍😍😍😍❤❤❤❤❤,i jerked off to this video multiple times. i love when they call you the f word ❤❤❤❤❤,"['😍', '😍', '😍', '😍']"
109,i’m speechless and stunned 😍,i’m speechless and stunned ,['😍']
110,"chloe bailey, she drops her debut solo album, in pieces, and reveals that her mentor, beyonce, listened to the album and provided her with some notes! 😍👏🎶  #chloebailey #inpieces #beyonce #mentorship #newmusic","chloe bailey, she drops her debut solo album, in pieces, and reveals that her mentor, beyonce, listened to the album and provided her with some notes!   #chloebailey #inpieces #beyonce #mentorship #newmusic",['😍']
111,"i feel like everyone meets for a reason. why did we meet on twitter? 
😍😘💃💎🤩💋","i feel like everyone meets for a reason. why did we meet on twitter? 
",['😍']
112,"wataru and midori are my faves 🌸🥹😍

#loveisblindjapan","wataru and midori are my faves 

#loveisblindjapan","['\U0001f979', '😍']"
113,busted my ankle so fucking bad last night and now i’ll be out of work for probably at least 2 weeks 😍😍😍😍😍😍😍😍😍 amazing,busted my ankle so fucking bad last night and now i’ll be out of work for probably at least 2 weeks  amazing,"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']"
114,the sims 4 having a lottery is making me want to binge play it for 3 months 😍 and then not touch it again,the sims 4 having a lottery is making me want to binge play it for 3 months  and then not touch it again,['😍']
115,the cool mom😭😍,the cool mom,"['😭', '😍']"
116,messi fans watching the saudi league😍 his influence is goated🐐,messi fans watching the saudi league his influence is goated,['😍']
117,love to see it 😍🩷,love to see it 🩷,['😍']
118,"kunal's new insta story....😍😍
happy to see him with his friends  enjoying life...

#kunalkarankapoor
#ziddildilmaanena
#sidg","kunal's new insta story....
happy to see him with his friends &amp; enjoying life...

#kunalkarankapoor
#ziddildilmaanena
#sidg","['😍', '😍']"
119,they say they never saw anyone so perfect 😍 lol. thank you cj ) can’t wait to eat bbq,they say they never saw anyone so perfect  lol. thank you cj ) can’t wait to eat bbq,['😍']
120,hi there 😍,hi there ,['😍']
121,cook 🍏 in saucepan with about 1/3 cup water  i put a little grated lemon 🍋 rind or juice( stops apples from browning) until just tender  still holding shape. make sure you drain the juice well. i’ve actually used the apple in the can  it was lovely as well😍,cook  in saucepan with about 1/3 cup water &amp; i put a little grated lemon  rind or juice( stops apples from browning) until just tender &amp; still holding shape. make sure you drain the juice well. i’ve actually used the apple in the can &amp; it was lovely as well,['😍']
122,that's marvelous!! one can never get enough books. 😍,that's marvelous!! one can never get enough books. ,['😍']
123,"sokoban methodist primary school kindly give this gentleman admission cos ein head die style biaa bi 😂😂💔💔
let him start class 3","sokoban methodist primary school kindly give this gentleman admission cos ein head die style biaa bi 
let him start class 3","['😂', '😂']"
124,these are stunning 😍😍,these are stunning ,"['😍', '😍']"
125,"god damn your gorgeous 😍😍, i’m picking all three 🥰🥰","god damn your gorgeous , i’m picking all three ","['😍', '😍', '🥰', '🥰']"
126,…jessica. this is patently unfair 😍,…jessica. this is patently unfair ,['😍']
127,thinkin bout them 😍,thinkin bout them ,['😍']
128,"𝙁𝘼𝙆𝙃𝘼𝙍 𝙕𝘼𝙈𝘼𝙉 𝙓 𝙏𝙀𝙎𝙏 𝘾𝙍𝙄𝘾𝙆𝙀𝙏! 🥹🤌
refreshing your mood! 😍🤍
 
#fakharzaman #cricket #live #kkrvsgt #viratkohli𓃵","𝙁𝘼𝙆𝙃𝘼𝙍 𝙕𝘼𝙈𝘼𝙉 𝙓 𝙏𝙀𝙎𝙏 𝘾𝙍𝙄𝘾𝙆𝙀𝙏! 
refreshing your mood! 
 
#fakharzaman #cricket #live #kkrvsgt #viratkohli𓃵","['\U0001f979', '😍', '🤍']"
129,when he has those messy curls though 😍,when he has those messy curls though ,['😍']
130,i just watched murder in mayfair…it was really good and you’re one of the most beautiful women on earth 😍,i just watched murder in mayfair…it was really good and you’re one of the most beautiful women on earth ,['😍']
131,"tweets like these make it very hard for me not to go run and grab my clippers from the back of my closet…

she’s gorgeous 😭😭😍😍","tweets like these make it very hard for me not to go run and grab my clippers from the back of my closet…

she’s gorgeous ","['😭', '😭', '😍', '😍']"
132,just had to clean the freezer top to bottom bc we left a coke in there and it exploded 😍😍😍😍😍,just had to clean the freezer top to bottom bc we left a coke in there and it exploded ,"['😍', '😍', '😍', '😍', '😍']"
133,i told her i wanted mms and she got my candy 😍😍🥹,i told her i wanted m&amp;ms and she got my candy ,"['😍', '😍', '\U0001f979']"
134,just completely beautiful 😍 🤩,just completely beautiful  ,['😍']
135,that's so cool 😍,that's so cool ,['😍']
136,works for me 😍,works for me ,['😍']
137,what an adorable picture 😍,what an adorable picture ,['😍']
138,this is beautiful 😍,this is beautiful ,['😍']
139,i’m so happy you decided to do it. i’m so happy for youuu😍 i can’t wait to see you prosper you deserve it girl! 🫶🏼🥰,i’m so happy you decided to do it. i’m so happy for youuu i can’t wait to see you prosper you deserve it girl! 🫶,"['😍', '🥰']"
140,ooh this was the first song that played when my mom dropped me off at college i had a panic attack in my car 😍,ooh this was the first song that played when my mom dropped me off at college i had a panic attack in my car ,['😍']
141,this feud was amazing. 😍,this feud was amazing. ,['😍']
142,you are beautiful 😍 ❤ 💖 no matter what you wear,you are beautiful  ❤  no matter what you wear,['😍']
143,this house supremacy  😍🔥😌,this house supremacy  ,"['😍', '🔥']"
144,i dead ass only follow this 1 girl cuz her son so adorable like moe😍,i dead ass only follow this 1 girl cuz her son so adorable like moe,['😍']
145,i'm blessed to see this post🥰😍😘👅,i'm blessed to see this post,"['🥰', '😍']"
146,absolutely! 😍😍😘😘,absolutely! ,"['😍', '😍']"
147,can we just appreciate mitsuri kanroji has one of the nicest backs in anime 😍😍😍 #demonslayer #鬼滅の刃 #甘露寺蜜璃,can we just appreciate mitsuri kanroji has one of the nicest backs in anime  #demonslayer #鬼滅の刃 #甘露寺蜜璃,"['😍', '😍', '😍']"
148,"damn it tara. 😍😍😍😍😍 if i had been over at your place and you made those lemon cakes, i’d love you forever. 💜💜💜💜💜","damn it tara.  if i had been over at your place and you made those lemon cakes, i’d love you forever. ","['😍', '😍', '😍', '😍', '😍']"
149,when will your next furniture sale be? ive got my eye on a sofa 😍,when will your next furniture sale be? ive got my eye on a sofa ,['😍']
150,you are the pained one i can see through that fake emoji 🤣,you are the pained one i can see through that fake emoji ,['🤣']
151,"poor guy who got his beautiful hair cut oops i mean the wig,that wig looks just as itt's 😂 i loved his long hair more than that wig not good at all(i know its part of the novel)but anyway hope to see him more in the upcoming eps😍❤🔥 #lovesyndrome3ep6 
#lovesyndrometheseries","poor guy who got his beautiful hair cut oops i mean the wig,that wig looks just as itt's  i loved his long hair more than that wig not good at all(i know its part of the novel)but anyway hope to see him more in the upcoming eps❤ #lovesyndrome3ep6 
#lovesyndrometheseries","['😂', '😍', '🔥']"
152,the view 🧏😍,the view ,['😍']
153,anyways let me reunite with my in laws 😍,anyways let me reunite with my in laws ,['😍']
154,omfg i love it on you!!! 😍,omfg i love it on you!!! ,['😍']
155,out here looking like a whole meal😍,out here looking like a whole meal,['😍']
156,really 😍,really ,['😍']
157,i think i want some long/med light grey nails 😍,i think i want some long/med light grey nails ,['😍']
158,erm.... forgot what i was gonna say...... (holy cow) 😍,erm.... forgot what i was gonna say...... (holy cow) ,['😍']
159,goodnight chris sweet dreams 😴 😘 💕 🥰😍,goodnight chris sweet dreams    ,"['🥰', '😍']"
160,"""lee min ho doesnt do variety shows and rarely appears in tv but his personality and his talent attracts many people's heart. he is a very humble and hardworking person and dont forget his amazing good looks 😍🤌""

#leeminho #minoz","""lee min ho doesnt do variety shows and rarely appears in tv but his personality and his talent attracts many people's heart. he is a very humble and hardworking person and dont forget his amazing good looks ""

#leeminho #minoz",['😍']
161,the friends are looking too fly in st. maarten 😍 10s across the board!,the friends are looking too fly in st. maarten  10s across the board!,['😍']
162,this angle makes this goal look even better wow 😍,this angle makes this goal look even better wow ,['😍']
163,to cute and to beautiful 😍💘💗,to cute and to beautiful ,['😍']
164,new life is what it's about! thank you😍🤗,new life is what it's about! thank you,['😍']
165,#fuckthebbc 😍formerly known as the ministry of propaganda.,#fuckthebbc formerly known as the ministry of propaganda.,['😍']
166,viddy is absolute bang tidy. go and give it a watch if haven't already.😍,viddy is absolute bang tidy. go and give it a watch if haven't already.,['😍']
167,"forget the smile, her eyes😍","forget the smile, her eyes",['😍']
168,"wow, great pic! 😍🤩 good evening eliza ☀️✨🕊️💝","wow, great pic!  good evening eliza ☀️✨️",['😍']
169,sorry i just wanted to draw these handsome men together 😅😭😍💕,sorry i just wanted to draw these handsome men together ,"['😅', '😭', '😍']"
170,this deep wave most definitely was teaa😍,this deep wave most definitely was teaa,['😍']
171,you looking beautiful😍😍😍,you looking beautiful,"['😍', '😍', '😍']"
172,the best trophy will be some leopards 🐆 tanks! 😍,the best trophy will be some leopards  tanks! ,['😍']
173,thinking about maggotgirls 😍,thinking about maggotgirls ,['😍']
174,that move cloud made with the fusion sword was very very very cool 😍,that move cloud made with the fusion sword was very very very cool ,['😍']
175,ommmgg is that me 😍😍😍😍😍,ommmgg is that me ,"['😍', '😍', '😍', '😍', '😍']"
176,"follow, and share this with your friends!""😍😍 #android","follow, and share this with your friends!"" #android","['😍', '😍']"
177,"please sir notice me today
8088528249
opay big love 😍","please sir notice me today
8088528249
opay big love ",['😍']
178,babe you are too pretty😍😭😭,babe you are too pretty,"['😍', '😭', '😭']"
179,you are always pretty and sexy🔥🔥🔥🔥😍😍🥰🥰💋💋💋💋💝💝❤️❤️🌷🌷🌻🌻🌹🌹,you are always pretty and sexy❤️❤️,"['🔥', '🔥', '🔥', '🔥', '😍', '😍', '🥰', '🥰']"
180,"the real definition of ""don't judge a book by its cover"" girl looks innocent, calm and sweet, mara when you look deeper... 😳😳","the real definition of ""don't judge a book by its cover"" girl looks innocent, calm and sweet, mara when you look deeper... ",[]
181,"thank you beautiful ! tag me if you post it here, id love to see 😍","thank you beautiful ! tag me if you post it here, id love to see ",['😍']
182,😅 her voice shocked the heck out of me. her hair 😍😍😍, her voice shocked the heck out of me. her hair ,"['😅', '😍', '😍', '😍']"
183,eating food for the specific purpose of purging rlly brightens my day 😇😊😊😊😊🥸🥸🥰🤩😍🤩😞☺️😞😚😔😚😔😍😔😔😔😔😚😜😜,eating food for the specific purpose of purging rlly brightens my day ☺️,"['😇', '🥰', '😍', '😍']"
184,suga featuring woosung? dream collab unlocked!! 😍🫰,suga featuring woosung? dream collab unlocked!! ,['😍']
185,his so handsome 😍 thank u or the daily dose of xavier!😁,his so handsome  thank u or the daily dose of xavier!,['😍']
186,keep cooking my honorable chef. love it 😍,keep cooking my honorable chef. love it ,['😍']
