ID,Comments,raw text,emojis
23,i was hoping you was broke when they were done with you 😂😂 that’s all i ever hoped for . lol,i was hoping you was broke when they were done with you  that’s all i ever hoped for . lol,"['😂', '😂']"
24,from one boy mom to another congrats 🥰,from one boy mom to another congrats ,['🥰']
25,"😋😀👌🥰😆
hand prepare show ball watch.
 #大屌 yellowtail  #露出","
hand prepare show ball watch.
 #大屌 yellowtail  #露出","['😋', '🥰']"
26,they’re our sun and moon 🥰,they’re our sun and moon ,['🥰']
27,so..  was indeed that best friend. happy to add this to the list of collectibles i have for the zelda series! 🥰😍,so..  was indeed that best friend. happy to add this to the list of collectibles i have for the zelda series! ,"['🥰', '😍']"
28,thanks so much lovely 🥰 i’m privileged that this little bear makes me beam daily 🥰❤️ this age of innocence is just precious isn’t it 😍lots of love coming back your way ❤️❤️❤️😘😘,thanks so much lovely  i’m privileged that this little bear makes me beam daily ❤️ this age of innocence is just precious isn’t it lots of love coming back your way ❤️❤️❤️,"['🥰', '🥰', '😍']"
29,nice weather again means car shows and sunday cruise nights 🥰,nice weather again means car shows and sunday cruise nights ,['🥰']
30,that would be cute af 🥰,that would be cute af ,['🥰']
31,i love #springflingkidlit. i enjoy the challenge to myself to dig deep for an idea and spring it to life. thank you!! 🥰,i love #springflingkidlit. i enjoy the challenge to myself to dig deep for an idea and spring it to life. thank you!! ,['🥰']
32,i was not paying attention but he mentioned skzoos 🥰,i was not paying attention but he mentioned skzoos ,['🥰']
33,"oh, silly goose.. my “puss-boy” is a lover, not a fighter.. 🤣🥰","oh, silly goose.. my “puss-boy” is a lover, not a fighter.. ","['🤣', '🥰']"
34,"who me in your chat princess 👸, of course it wl'd be a pleasure, 🥰😜🤪😍💯💥💦💥💦🙌💞💋💋😈","who me in your chat princess , of course it wl'd be a pleasure, ","['🥰', '😍']"
35,i told my lil brother i needed $200 for some flat irons i want cuz ian got no bf no more  he gave it to me 🥺🥰🥰🥰🥺,i told my lil brother i needed $200 for some flat irons i want cuz ian got no bf no more &amp; he gave it to me ,"['🥰', '🥰', '🥰']"
36,your being who you are and i love you 🥰 ❤️💙,your being who you are and i love you  ❤️,['🥰']
37,"one of these days i'm just gonna rip out my uterus and give it to them, since it matters sooooo much to them. then they can use it 🥰","one of these days i'm just gonna rip out my uterus and give it to them, since it matters sooooo much to them. then they can use it ",['🥰']
38,"i'll certainly keep that in mind, as timmy would have said 'you can never have enough fur hats' 🤣🥰","i'll certainly keep that in mind, as timmy would have said 'you can never have enough fur hats' ","['🤣', '🥰']"
39,yea get use to her she gon be around all the time with her daddy 😂🥰,yea get use to her she gon be around all the time with her daddy ,"['😂', '🥰']"
40,oh thank you very much penny! and happy easter by the way💙🥰🐇🐇! well my coptic easter is next sunday. sure yours is too😛😊,oh thank you very much penny! and happy easter by the way! well my coptic easter is next sunday. sure yours is too,"['🥰', '🐇', '🐇']"
41,i love this for you and am so proud!!! this makes me happy 🥰,i love this for you and am so proud!!! this makes me happy ,['🥰']
42,you bring up a good point. i really don't mind co existing. i just think religion is a bad thing. so i don't want it near me. but everyone else is free to do whatever makes them happy. i mean that 🥰,you bring up a good point. i really don't mind co existing. i just think religion is a bad thing. so i don't want it near me. but everyone else is free to do whatever makes them happy. i mean that ,['🥰']
43,"i'm a drama queen and i love tragedies, so in a way i like that too 😂yes, with tartaglia there would be the same problem... and with aether too. come to think of it, i don't even know where to find an immortal boyfriend for scara💔
oh, i'll be glad if you share your thoughts 🥰","i'm a drama queen and i love tragedies, so in a way i like that too yes, with tartaglia there would be the same problem... and with aether too. come to think of it, i don't even know where to find an immortal boyfriend for scara
oh, i'll be glad if you share your thoughts ","['😂', '🥰']"
44,"the very last print art from this illustration (9 ex) will be available in  in a couple of weeks and then will be retired! 

i will post those days the illustrations that are almost sold out and will be retired.

i hope you like them!
🥰","the very last print art from this illustration (9 ex) will be available in  in a couple of weeks and then will be retired! 

i will post those days the illustrations that are almost sold out and will be retired.

i hope you like them!
",['🥰']
45,my cousin’s daughter made these little racecar twinkies for easter and did a special one for me 🥰,my cousin’s daughter made these little racecar twinkies for easter and did a special one for me ,['🥰']
46,more flowers because all we're experiencing in texas is the april showers 😭,more flowers because all we're experiencing in texas is the april showers ,['😭']
47,i love this so much! happy easter yet again 🥰,i love this so much! happy easter yet again ,['🥰']
48,is sucha pisces 🥰 love that for her,is sucha pisces  love that for her,['🥰']
49,"happy easter lloyd. i know this easter will seem different for you and your family, but i hope you can make it a peaceful and reflective one. thinking of you. 🥰","happy easter lloyd. i know this easter will seem different for you and your family, but i hope you can make it a peaceful and reflective one. thinking of you. ",['🥰']
50,a little easter 🐣 walk to the park with my  baby 🥰,a little easter  walk to the park with my  baby ,"['🐣', '🥰']"
51,"happy easter! we hope everyone is enjoying today in some way, even those who don't celebrate.
as for us... diluc laid an egg ?! i'm so happy! can't wait to be a papa 🥰 - k.

#kaeluc #ガイディル","happy easter! we hope everyone is enjoying today in some way, even those who don't celebrate.
as for us... diluc laid an egg ?! i'm so happy! can't wait to be a papa  - k.

#kaeluc #ガイディル",['🥰']
52,"hurry up! hurry up! hurry up! make me feel something! or else i won't buy what you are selling me! 🥰😍💖❤💕

make my heart throb! make my heart ache! hurry hurry hurry before i get bored of u!!!!","hurry up! hurry up! hurry up! make me feel something! or else i won't buy what you are selling me! ❤

make my heart throb! make my heart ache! hurry hurry hurry before i get bored of u!!!!","['🥰', '😍']"
53,"u know i had to caup da sunshine yellow joint!!! 💛  okay das enough 4 today.. 2k on dresses 😫😳🤯💥🥰🤭‼️💯 ph7gg it, royalty is as royalty does!!! 👑👑👑👑👑👑👑","u know i had to caup da sunshine yellow joint!!!   okay das enough 4 today.. 2k on dresses ‼️ ph7gg it, royalty is as royalty does!!! ",['🥰']
54,awe thanks! it was much needed but i am very happy to be home! 🥰,awe thanks! it was much needed but i am very happy to be home! ,['🥰']
55,memphis next i’m excited i never been 🥰,memphis next i’m excited i never been ,['🥰']
56,so happy for you!!! maybe we can have a double date with me and grommie 🥰,so happy for you!!! maybe we can have a double date with me and grommie ,['🥰']
57,yes!! and philly loves you ❤️ 🥰,yes!! and philly loves you ❤️ ,['🥰']
58,"your zero two bunny girl is here to wish you a happy easter ❤️✨

i love zero two and make a bunny version of her makes me so happy hihi 🥰❤️
did u liked my bunny anime version?🌸
📸  

rt to be blessed 🥹","your zero two bunny girl is here to wish you a happy easter ❤️✨

i love zero two and make a bunny version of her makes me so happy hihi ❤️
did u liked my bunny anime version?
  

rt to be blessed ","['🥰', '\U0001f979']"
59,"great, the more the merrier - i am not sure how many it took to take him down but that's the way to go 🥰","great, the more the merrier - i am not sure how many it took to take him down but that's the way to go ",['🥰']
60,"tiktok banner, 10m radio first week, billboards, high budget mv, website sales, slowed + reverbed version, gag worthy cover art and playlisting pls 🥰","tiktok banner, 10m radio first week, billboards, high budget mv, website sales, slowed + reverbed version, gag worthy cover art and playlisting pls ",['🥰']
61,have a great holiday! 🥰,have a great holiday! ,['🥰']
62,happy easter whiskey and mom and family! ❤🥰❤,happy easter whiskey and mom and family! ❤❤,['🥰']
63,"if i had  to speak about love , i’d  tell them about my girlfriends 🥰","if i had  to speak about love , i’d  tell them about my girlfriends ",['🥰']
64,"*the queen has entered the chat*

iykyk 🥰","*the queen has entered the chat*

iykyk ",['🥰']
65,"i be in my own lil world, dnt be worried 
bout nobody literally  it shows 🥰🤗","i be in my own lil world, dnt be worried 
bout nobody literally &amp; it shows ",['🥰']
66,adorable isn't she 🥰,adorable isn't she ,['🥰']
67,i'm such a b*tch for period dramas 🥰,i'm such a b*tch for period dramas ,['🥰']
68,i’m so glad i know how to cook cook 🥰,i’m so glad i know how to cook cook ,['🥰']
69,"“comment below with someone you admire and say something nice! 🥰”

yeaaa there are too many of you.  so many of the people who follow me have inspired me so much 💜 have become close friends 💜 and remind me of why i am me 💜 

love you 💕","“comment below with someone you admire and say something nice! ”

yeaaa there are too many of you.  so many of the people who follow me have inspired me so much  have become close friends  and remind me of why i am me  

love you ",['🥰']
70,another performance friday 🥰,another performance friday ,['🥰']
71,"😍🤐🥰😀💫 
remember themselves fear floor claim space total. 
 #原味 #黑丝 #女高"," 
remember themselves fear floor claim space total. 
 #原味 #黑丝 #女高","['😍', '🥰']"
72,the beautiful tears of angry jesus hating jews. 🥰,the beautiful tears of angry jesus hating jews. ,['🥰']
73,"easter looked a little different this year, so mj  i went out and did some exploring/walking! ❤️ sooo happy mj is an outdoor lover like her mama 🥰","easter looked a little different this year, so mj &amp; i went out and did some exploring/walking! ❤️ sooo happy mj is an outdoor lover like her mama ",['🥰']
74,my little sisters make me so proud . beauty and brains 🫶🏼 definitely got to take that flight to see my baby walk across that stage in june 🥰,my little sisters make me so proud . beauty and brains 🫶 definitely got to take that flight to see my baby walk across that stage in june ,['🥰']
75,family days are my favourite days 🥰 cooked a lamb dinner and polished it off with evie performing songs from frozen ❄ perfect ♥️,family days are my favourite days  cooked a lamb dinner and polished it off with evie performing songs from frozen ❄ perfect ♥️,['🥰']
76,healthy happy bebe 😍🥰 so grateful for her! 14 mons into this wild journey- would not trade a moment of it for the world! huge thnks to wendy my lactation consultant for being my susperstar and helping me reach my goal of ebf! you have the coolest freaking job🤱🏻,healthy happy bebe  so grateful for her! 14 mons into this wild journey- would not trade a moment of it for the world! huge thnks to wendy my lactation consultant for being my susperstar and helping me reach my goal of ebf! you have the coolest freaking job,"['😍', '🥰']"
77,"the paws and the ears are 😍
the smile 🥰
happy🌷easter to you and yours rue!","the paws and the ears are 
the smile 
happyeaster to you and yours rue!","['😍', '🥰']"
78,“ i meant to tell you you been looking good “ mhm i know boo 😂🥰,“ i meant to tell you you been looking good “ mhm i know boo ,"['😂', '🥰']"
79,unfortunately i don't know anything about wh40k but yes i think you get the idea 🥰,unfortunately i don't know anything about wh40k but yes i think you get the idea ,['🥰']
80,cheers for liam kelly 🥰,cheers for liam kelly ,['🥰']
81,how wonderful life is while you're in the world !🥰,how wonderful life is while you're in the world !,['🥰']
82,you mean ross and rachel ? yeah 🥰,you mean ross and rachel ? yeah ,['🥰']
83,for all those celebrating 🥰,for all those celebrating ,['🥰']
84,good to see you as well 🥰,good to see you as well ,['🥰']
85,"yesss so true 🥰 im excited to finally get there bc ik how different each tour is  how much ""looser"" they get when they may mess up or mess around w each other on stage from vids i've seen compared to the dna tour lol. im on get weird tour (organization wise lmao)","yesss so true  im excited to finally get there bc ik how different each tour is &amp; how much ""looser"" they get when they may mess up or mess around w each other on stage from vids i've seen compared to the dna tour lol. im on get weird tour (organization wise lmao)",['🥰']
86,me and you i know 🌚❤️😏,me and you i know ❤️,[]
87,"blustery day in st andrews, but still one on my favourite places 🥰","blustery day in st andrews, but still one on my favourite places ",['🥰']
88,"sheybi iffa enter 600 this might now...

i go share ham for my followers...

and i dey follow back oo🤲

abeg carry me enter","sheybi iffa enter 600 this might now...

i go share ham for my followers...

and i dey follow back oo

abeg carry me enter",[]
89,"💋😄👌👋🥰 
can decide information outside once simply first. 
 #制服 #滴蜡 #叫床"," 
can decide information outside once simply first. 
 #制服 #滴蜡 #叫床",['🥰']
90,"and my so. just got his braces, let’s see if he’ll do this. knowing how shy he is 💀🤣","and my so. just got his braces, let’s see if he’ll do this. knowing how shy he is ","['💀', '🤣']"
91,this woman has been fine forever  . at 50 she is perfect 😭😍,this woman has been fine forever  . at 50 she is perfect ,"['😭', '😍']"
92,i'm so endeared by chenle 🥰 he's definitely on my 'list of idols that i care so very deeply for even tho i'm just a casual of that group',i'm so endeared by chenle  he's definitely on my 'list of idols that i care so very deeply for even tho i'm just a casual of that group',['🥰']
93,movie type of day with my lovely momma i love 🥰 so much 😊🙏🏾,movie type of day with my lovely momma i love  so much ,"['🥰', '🙏']"
94,"❤🥰
if you have other similar ones my ens is always lovegamestop.loopring.eth
your art is loved and much appreciated by me ❤😉😎🏴‍☠️🕹","❤
if you have other similar ones my ens is always lovegamestop.loopring.eth
your art is loved and much appreciated by me ❤‍☠️","['🥰', '😉', '😎']"
95,jack and sally chilling in the background 🥰💕,jack and sally chilling in the background ,['🥰']
96,it changes a lot but lately i've really been enjoying what i like and party 4 u 🥰,it changes a lot but lately i've really been enjoying what i like and party 4 u ,['🥰']
97,it dies. they deserve a happy ending with a baby of their own. 🥰,it dies. they deserve a happy ending with a baby of their own. ,['🥰']
98,easter sunday is always a beautiful day! 🥰,easter sunday is always a beautiful day! ,['🥰']
99,when your man knows your angles🥰,when your man knows your angles&gt;&gt;,['🥰']
100,"fabulous pic, sis!! so happy for you!!😘🥰💕","fabulous pic, sis!! so happy for you!!",['🥰']
101,happy easter everyone🐰i hope u had a fun day full of happiness and sweets 🥰,happy easter everyonei hope u had a fun day full of happiness and sweets ,"['🐰', '🥰']"
102,i'm having fun 🥰 finally looking masculine enough to dress feminine without feeling uncomfortable,i'm having fun  finally looking masculine enough to dress feminine without feeling uncomfortable,['🥰']
103,what ari say “ i’m saving this for the right time” i stg i am 😈,what ari say “ i’m saving this for the right time” i stg i am ,[]
104,i see two cuties in pink 🥰💖 i hope you love your pins! your sister rocks 🩷,i see two cuties in pink  i hope you love your pins! your sister rocks 🩷,['🥰']
105,his happy smile and beautiful eyes 🥰 how could anyone hold his actions against him??,his happy smile and beautiful eyes  how could anyone hold his actions against him??,['🥰']
106,my momma made me a separate banana pudding cause i don’t eat bananas and my granny made me a separate potato salad cause i don’t eat eggs! 🥰 this why i act spoiled asf,my momma made me a separate banana pudding cause i don’t eat bananas and my granny made me a separate potato salad cause i don’t eat eggs!  this why i act spoiled asf,['🥰']
107,mmmmm very beautiful oily soles and pretty toes i love them 😍💖💖💖💖👣🌺🌺🌺💋👣💋👣👃🏽👃🏽👃🏽👣👣😜🥰,mmmmm very beautiful oily soles and pretty toes i love them ,"['😍', '🥰']"
108,you have a pet rabbit??!! 😍🥰 happy bunny day!! 🐇,you have a pet rabbit??!!  happy bunny day!! ,"['😍', '🥰', '🐇']"
109,you can try though 🥰,you can try though ,['🥰']
110,most of my favourite ships are so painful to think about expect them 🥰,most of my favourite ships are so painful to think about expect them ,['🥰']
111,thank you for being so awesome and putting on a great show !!! 😊🥰💖💖,thank you for being so awesome and putting on a great show !!! ,['🥰']
112,i feel so grateful to have several people in my life arguing over which one of them gets to kill me 🥰,i feel so grateful to have several people in my life arguing over which one of them gets to kill me ,['🥰']
113,oh aye! that’s the best part 🥰,oh aye! that’s the best part ,['🥰']
114,i love having conversations with heather! she tells me all about her fashion show and the sewing and dress making she does 🥰 such a talented young lady! and we will never stop raising money for the air ambulance. keeps my brothers memory alive xx,i love having conversations with heather! she tells me all about her fashion show and the sewing and dress making she does  such a talented young lady! and we will never stop raising money for the air ambulance. keeps my brothers memory alive xx,['🥰']
115,my so screenshotted different angles and shots of her for reference while we were progging this fight 🥰,my so screenshotted different angles and shots of her for reference while we were progging this fight ,['🥰']
116,"happy easter ✝️🌸☀️💗
2nd pic…i have lost over 24 lbs since jan 1, weighing monthly! 🤩🥰
and last pic was kaela at the meet yesterday 💪🏼 
she placed 9th out of 24! ✨","happy easter ✝️☀️
2nd pic…i have lost over 24 lbs since jan 1, weighing monthly! 
and last pic was kaela at the meet yesterday  
she placed 9th out of 24! ✨",['🥰']
117,i love this scene bc s you say he opens up to her and she knows that something is up with him and gently coaxed it out of him  🥰,i love this scene bc s you say he opens up to her and she knows that something is up with him and gently coaxed it out of him  ,['🥰']
118,"there is no need to pay much attention to random silly side doodles, but anyway, thank you very much!🥰✨","there is no need to pay much attention to random silly side doodles, but anyway, thank you very much!✨",['🥰']
119,your welcome 🥰❤️,your welcome ❤️,['🥰']
120,"i'm listening to guinney pepper high grades with musi! 

🔈🔈🔈🔈🔈🔈🎶🎶🎶🎶💨💨💨💨❤️❤️❤️🎤🎤","i'm listening to guinney pepper high grades with musi! 

❤️❤️❤️",[]
121,"my little followers, anytime i walk outside they follow me and expect me to have food for them 🥰😂","my little followers, anytime i walk outside they follow me and expect me to have food for them ","['🥰', '😂']"
122,"yeah if we knew definitively when it was, we’d have listed it. there are tons of other events that are significant-ish but we don’t have dates or even good approximates for them. thanks for the feedback though!! 🥰","yeah if we knew definitively when it was, we’d have listed it. there are tons of other events that are significant-ish but we don’t have dates or even good approximates for them. thanks for the feedback though!! ",['🥰']
123,"if i have learned anything from the internet. it’s to not die your hair yourself anyway don’t bother me. 
i’m going to dye my hair myself 🥰","if i have learned anything from the internet. it’s to not die your hair yourself anyway don’t bother me. 
i’m going to dye my hair myself ",['🥰']
124,ahh charlotte 🫂likewise. my safespace,ahh charlotte likewise. my safespace,[]
125,"this was so cute, inuyasha came to get kagome because she was late but he didn't realize she had a test and when she yelled at him that she has a test the next day he's like why are you mad 🤣🥰🤣🥰
#inuyasha #kagome #inukag #inukago #halfdemon #sota #buyo #grandpahigurashi","this was so cute, inuyasha came to get kagome because she was late but he didn't realize she had a test and when she yelled at him that she has a test the next day he's like why are you mad 
#inuyasha #kagome #inukag #inukago #halfdemon #sota #buyo #grandpahigurashi","['🤣', '🥰', '🤣', '🥰']"
126,oh the joys of spring dancing🕺🥰,oh the joys of spring dancing,['🥰']
127,when she leave i got a clean house 🧼 🥰 . it’s a win win,when she leave i got a clean house 🧼  . it’s a win win,['🥰']
128,i’m so mad 😂 like let’s wrap this easter holiday up 😂 ulta  sephora is open tho 🥰,i’m so mad  like let’s wrap this easter holiday up  ulta &amp; sephora is open tho ,"['😂', '😂', '🥰']"
129,today’s fast was extra hard but i persevered. allah rewarded me with discount codes and two of my wishlist items are on there way in time for eid 🥰,today’s fast was extra hard but i persevered. allah rewarded me with discount codes and two of my wishlist items are on there way in time for eid ,['🥰']
130,you struggling today? sending hugs 🥰 you’ve got this,you struggling today? sending hugs  you’ve got this,['🥰']
131,i’m looking good ofc these bitches wanna fuck 🥰,i’m looking good ofc these bitches wanna fuck ,['🥰']
132,not letting you guys forget about this iconic sapnap being clingy for karlsnd dream being a karlnapper moment 🧡💜🥰🌟🥹,not letting you guys forget about this iconic sapnap being clingy for karlsnd dream being a karlnapper moment ,"['🥰', '\U0001f979']"
133,happy easter gorgeous 🥰😍🥰,happy easter gorgeous ,"['🥰', '😍', '🥰']"
134,take my heart and let me breathe through you 🥰😍,take my heart and let me breathe through you ,"['🥰', '😍']"
135,"time to get back to my artsy things now eheh, but really the movie was great, love my babies 🥰","time to get back to my artsy things now eheh, but really the movie was great, love my babies ",['🥰']
136,me  my lil family went to church today 🥰,me &amp; my lil family went to church today ,['🥰']
137,wheww is this shit ever get leak i promise a bitch gonna rl be beefing hardddddddddddd 🤣 i’m just waiting ona right time i swearrr i just wish bitches leave me alone from this day forward 💯,wheww is this shit ever get leak i promise a bitch gonna rl be beefing hardddddddddddd  i’m just waiting ona right time i swearrr i just wish bitches leave me alone from this day forward ,['🤣']
138,wasn’t even around my granny for 2 minutes and she was makin me a sammich. 🥹🥹🥹 this woman is a literal gifttttt to earthhhh i stg!🥰❤️,wasn’t even around my granny for 2 minutes and she was makin me a sammich.  this woman is a literal gifttttt to earthhhh i stg!❤️,"['\U0001f979', '\U0001f979', '\U0001f979', '🥰']"
139,i’m really pleased that came through. thank you for noticing. 🥰,i’m really pleased that came through. thank you for noticing. ,['🥰']
140,now these are cute 🥰,now these are cute ,['🥰']
141,"some photos by thomas findeisen (viscid) to give an impression of the party hall in action. 

this one is dedicated to all those remote sceners following along from their homes! 🥰

#back2ewerk #revisionparty2023","some photos by thomas findeisen (viscid) to give an impression of the party hall in action. 

this one is dedicated to all those remote sceners following along from their homes! 

#back2ewerk #revisionparty2023",['🥰']
142,"the world just brighten up 💕 jisoo, please take a good rest. check all good news tomorrow. 

sweet dream baby, we will sleep and listening #flower #alleyesonyou too 😘

airport clip: 

love you 😘😘🥰
#jisoo","the world just brighten up  jisoo, please take a good rest. check all good news tomorrow. 

sweet dream baby, we will sleep and listening #flower #alleyesonyou too 

airport clip: 

love you 
#jisoo",['🥰']
143,"happy birthday to my gorgeous, smart, and loyal friend. live your best life! 😍🥰","happy birthday to my gorgeous, smart, and loyal friend. live your best life! ","['😍', '🥰']"
144,"30,000 steps later  we’re back home!  took my crochet with me, but only ended up doing about 4 rows.  great weekend recharge with my girls 🥰 
#londonbaby #venus3  #daughters #monopolyplaces #bankholiday #easterweekend #backtoworkontuesday #crochet #tunisiancrochet #weekendaway","30,000 steps later &amp; we’re back home!  took my crochet with me, but only ended up doing about 4 rows.  great weekend recharge with my girls  
#londonbaby #venus3  #daughters #monopolyplaces #bankholiday #easterweekend #backtoworkontuesday #crochet #tunisiancrochet #weekendaway",['🥰']
145,my quality of life is so much better when i am wrapped in my fluffy snoopy bathrobe and my hair is not touching my neck or in my face 🥰,my quality of life is so much better when i am wrapped in my fluffy snoopy bathrobe and my hair is not touching my neck or in my face ,['🥰']
146,the sweetest boy chewie 🥰. being that adorable apparently takes a lot out of you.,the sweetest boy chewie . being that adorable apparently takes a lot out of you.,['🥰']
147,you’re welcome girl 🥰,you’re welcome girl ,['🥰']
148,"i believe that’ll be me your referring to
and u better believe thats my tongue finger  dick im referring to 
👅🔞❤️😜🥰","i believe that’ll be me your referring to
and u better believe thats my tongue finger &amp; dick im referring to 
❤️",['🥰']
149,"yes, sorry i forgot to say that jo 💚🥰","yes, sorry i forgot to say that jo ",['🥰']
150,very much approve of the houston final 🥰,very much approve of the houston final ,['🥰']
151,then why is she singing it 💀 like their is no difference when the mic moves,then why is she singing it  like their is no difference when the mic moves,['💀']
152,"thank u vengeeee i will, thinking about streaming this week 🥰","thank u vengeeee i will, thinking about streaming this week ",['🥰']
153,"aww what a gorgeous photo 🥰 thanks beth for sharing it! it’s made my day seeing these lovely smiles ❤️ i’m glad you have had a wonderful day in the sunshine. aww give bear lots of love from me 🥰 take care, keep smiling and stay blessed always. lots of love ❤️❤️❤️❤️","aww what a gorgeous photo  thanks beth for sharing it! it’s made my day seeing these lovely smiles ❤️ i’m glad you have had a wonderful day in the sunshine. aww give bear lots of love from me  take care, keep smiling and stay blessed always. lots of love ❤️❤️❤️❤️","['🥰', '🥰']"
154,finally at the weight i was at before lockdown 🥰 couple more stone to go but we getting there x,finally at the weight i was at before lockdown  couple more stone to go but we getting there x,['🥰']
155,"awww i love this, it’s a wonderful tribute 🐾🥰❤️😇🙏🏼","awww i love this, it’s a wonderful tribute ❤️","['🥰', '😇', '🙏']"
156,i really wish i was in japan right now 🥰🌹,i really wish i was in japan right now ,['🥰']
157,👏🙏🙏🤲🤲 god would be merciful on us. i strongly believe, god would be merciful on us. i strongly believe,"['🙏', '🙏']"
158,"good luck for the induction then, hope you and baby get through it with ease. parenting is the hardest yet most rewarding thing you'll ever do 🥰","good luck for the induction then, hope you and baby get through it with ease. parenting is the hardest yet most rewarding thing you'll ever do ",['🥰']
159,excellent review... #justinyoung made comments akin to #sanditons3 .3 being a 💌to the #sanditon fandom.  #sanditonsisterhood. such a sweet man!!! 🥰,excellent review... #justinyoung made comments akin to #sanditons3 .3 being a to the #sanditon fandom.  #sanditonsisterhood. such a sweet man!!! ,['🥰']
160,"they'll be back. be patient. it's totally worth the wait. my gosh, one of the best shows i've been to 🥰","they'll be back. be patient. it's totally worth the wait. my gosh, one of the best shows i've been to ",['🥰']
161,she checked 🥰🙈,she checked ,['🥰']
162,have you watched gundam hathaway? i love that movie 🥰,have you watched gundam hathaway? i love that movie ,['🥰']
163,thank you so much jimmy 🙏❤️and the same to you too. see you tomorrow my dear friend. hugs 🥰🙏💞🤗☕️✨✨✨🕊️,thank you so much jimmy ❤️and the same to you too. see you tomorrow my dear friend. hugs ☕️✨✨✨️,"['🙏', '🥰', '🙏']"
164,aghhh!! jimin is so adorable!! i want to hug him! 😆🥰💜🙌🏻🙌🏻🔥🔥,aghhh!! jimin is so adorable!! i want to hug him! ,"['🥰', '🔥', '🔥']"
165,size wise that's gonna be you two in may 🥰,size wise that's gonna be you two in may ,['🥰']
166,buying my girlfriend lunch today 🥰,buying my girlfriend lunch today ,['🥰']
167,you're awesome chris!💗,you're awesome chris!,[]
168,"👋😅😌🥰😍
someone huge themselves public onto moment detail.
#童小芯 #洁己 #陈大小姐","
someone huge themselves public onto moment detail.
#童小芯 #洁己 #陈大小姐","['😅', '🥰', '😍']"
169,"oh i hear ya… thankfully we already booked our hotel and got our tickets but i’m always scared of my friends bailing. i’ve had it happen way too much. but, if you go, i’ll be there! 🥰","oh i hear ya… thankfully we already booked our hotel and got our tickets but i’m always scared of my friends bailing. i’ve had it happen way too much. but, if you go, i’ll be there! ",['🥰']
