ID,Comments,raw text,emojis
22,hang in there! we are the test dummies hehe 😋,hang in there! we are the test dummies hehe ,['😋']
23,a time was had 😋,a time was had ,['😋']
24,i wonder what mexican spot we goin to .. 😋,i wonder what mexican spot we goin to .. ,['😋']
25,but ion want that 😔,but ion want that ,[]
26,i would eat you dry sexy 😋,i would eat you dry sexy ,['😋']
27,"the state of that film does thoroughly offend me though! 😋

what kind of warning was it anyway?","the state of that film does thoroughly offend me though! 

what kind of warning was it anyway?",['😋']
28,ll who wouldn't hang with ll 😋,ll who wouldn't hang with ll ,['😋']
29,i’ve had 2 snickers today. i can’t remember the last time i had one before today… 🍫😋,i’ve had 2 snickers today. i can’t remember the last time i had one before today… ,['😋']
30,"during my sister’s wedding i was called outside so dem go spray me 😩, i was in another area entirely wey i go buy wine, i never knew i was that popular","during my sister’s wedding i was called outside so dem go spray me , i was in another area entirely wey i go buy wine, i never knew i was that popular",[]
31,"i don’t have one close by, so when i’m out near one, it’s a huge treat!  has the best coffee  this is the best flavour, caramelo! 😋","i don’t have one close by, so when i’m out near one, it’s a huge treat!  has the best coffee &amp; this is the best flavour, caramelo! ",['😋']
32,they r lime flavored 😋,they r lime flavored ,['😋']
33,this boy don go take expired loud  again 🙄,this boy don go take expired loud  again ,[]
34,"fuvk girl that you showing there,definitely thicker 😋","fuvk girl that you showing there,definitely thicker ",['😋']
35,i wish it will be for me 😋😘,i wish it will be for me ,['😋']
36,late lunch at the thai/lao fusion spot called sang dao. lao style som tam is my favorite 😋#foodie,late lunch at the thai/lao fusion spot called sang dao. lao style som tam is my favorite #foodie,['😋']
37,ure gonna have a baby sister or a baby brother love😋😋😋,ure gonna have a baby sister or a baby brother love,"['😋', '😋', '😋']"
38,blew up my asshole with spicy food last night and im bout to do it again 😋,blew up my asshole with spicy food last night and im bout to do it again ,['😋']
39,my favourite too 😋,my favourite too ,['😋']
40,nothing. is. impossible 😋🩷,nothing. is. impossible 🩷,['😋']
41,always a fantastic looking flame💯🔥🔥🔥🔥🔥😋😋😋😋,always a fantastic looking flame,"['🔥', '🔥', '🔥', '🔥', '🔥', '😋', '😋', '😋', '😋']"
42,"chocolate degustation has started 😋
#happyeaster #eastereggs","chocolate degustation has started 
#happyeaster #eastereggs",['😋']
43,ordered my first chipotle wit the money i was supposed to give to my barber 😋,ordered my first chipotle wit the money i was supposed to give to my barber ,['😋']
44,going home😋,going home,['😋']
45,i do notice things. things like your cute butt 😜😋🥲,i do notice things. things like your cute butt ,"['😋', '🥲']"
46,we don't talk much but ❤️❤️❤️ 😋,we don't talk much but ❤️❤️❤️ ,['😋']
47,i love alcohol but ulcers are giving me😭😭😭😭😭,i love alcohol but ulcers are giving me,"['😭', '😭', '😭', '😭', '😭']"
48,my goodness i wish everyone luck to winning this i am happy with my keycaps tho 💜😋,my goodness i wish everyone luck to winning this i am happy with my keycaps tho ,['😋']
49,cruyff at it too 😋,cruyff at it too ,['😋']
50,these are addicting. 💯😋👀👇,these are addicting. ,"['😋', '👀']"
51,making a nice easter dinner tonight since i have to work tomorrow steak shrimp baked potato and veggies...yum😋,making a nice easter dinner tonight since i have to work tomorrow steak shrimp baked potato and veggies...yum,['😋']
52,if you tell me who you are then sure 😋,if you tell me who you are then sure ,['😋']
53,the peer review is my favorite research assignment 😋,the peer review is my favorite research assignment ,['😋']
54,oatmeal w/ grapes is my top tier healthy snack 😋🥴,oatmeal w/ grapes is my top tier healthy snack ,['😋']
55,thank god for mini eggs and just easter eggs in general bc they are delish 🥰🫶🤭😋😋,thank god for mini eggs and just easter eggs in general bc they are delish 🫶,"['🥰', '😋', '😋']"
56,akamu to the world especially those ones they add ginger to ah shet with better milk and sugar dey slap brain die 😋,akamu to the world especially those ones they add ginger to ah shet with better milk and sugar dey slap brain die ,['😋']
57,and my  pizza just arrived! 😋 weller 🥃  pizza kinda rainy saturday evening…. 🥃🍕,and my  pizza just arrived!  weller  &amp; pizza kinda rainy saturday evening…. ,['😋']
58,these 3 😋,these 3 ,['😋']
59,"good choice ser,  staking goes live in a few hours, you might wanna grab some more😋","good choice ser,  staking goes live in a few hours, you might wanna grab some more",['😋']
60,of course not!😁😁😁😋,of course not!,['😋']
61,"had this at the strawberry festival. 
this is really delicious 😋","had this at the strawberry festival. 
this is really delicious ",['😋']
62,them home made edibles be different 😋,them home made edibles be different ,['😋']
63,omg their so good  microwave it for 15 seconds they taste fresh baked😋😋,omg their so good &amp; microwave it for 15 seconds they taste fresh baked,"['😋', '😋']"
64,nothing better than a drink that wants to give me a heart attack😋,nothing better than a drink that wants to give me a heart attack,['😋']
65,"yummy a rib salad, jerky salad, there are too many choices of salad for my meal 😋 🤣","yummy a rib salad, jerky salad, there are too many choices of salad for my meal  ","['😋', '🤣']"
66,thanks for coming george!! hope you enjoyed the food 😋,thanks for coming george!! hope you enjoyed the food ,['😋']
67,i had a chicken burrito earlier today 😋,i had a chicken burrito earlier today ,['😋']
68,i just love dipping my soldiers into a lovely boiled egg 🥚 🤭🤭😋😋😋,i just love dipping my soldiers into a lovely boiled egg  ,"['🥚', '😋', '😋', '😋']"
69,"good fxcking morning to me and this boyfriend material barcode.😩💜

i'm sorry mr. satur but i'll steal this hottie from u😋😙

#barcodetin","good fxcking morning to me and this boyfriend material barcode.

i'm sorry mr. satur but i'll steal this hottie from u

#barcodetin",['😋']
70,i put them in my chocolate milk and iced coffee when i get them 😋,i put them in my chocolate milk and iced coffee when i get them ,['😋']
71,"a drop of something fancy, why not 😋😘 #bordeaux #saintestephe  #chateaupez #easter","a drop of something fancy, why not  #bordeaux #saintestephe  #chateaupez #easter",['😋']
72,any time!!!😋😋😋😋😋😋,any time!!!,"['😋', '😋', '😋', '😋', '😋', '😋']"
73,have seen fine gals before but this right here is a discovery 🥺😋,have seen fine gals before but this right here is a discovery ,['😋']
74,"yeah, it sure is and more fun when your with a good friends here’s some biiiig hugs for you 😁😋","yeah, it sure is and more fun when your with a good friends here’s some biiiig hugs for you ",['😋']
75,"dude!!! you even have packs ..
damnnnn that's sick😋😂😂","dude!!! you even have packs ..
damnnnn that's sick","['😋', '😂', '😂']"
76,toemad is this reel 😱🔥💯😋,toemad is this reel ,"['🔥', '😋']"
77,ikr!! 😋😋 (byw you guys should actually watch it),ikr!!  (byw you guys should actually watch it),"['😋', '😋']"
78,🤤😋😋😋love olive garden… your funny brother 😂😂😂,love olive garden… your funny brother ,"['😋', '😋', '😋', '😂', '😂', '😂']"
79,"#infamouseats 😋 - strawberry biscuits 🍓

this time i check out the new-ish  strawberry biscuts! you might be on to something here! 🔥","#infamouseats  - strawberry biscuits 

this time i check out the new-ish  strawberry biscuts! you might be on to something here! ","['😋', '🔥']"
80,"lazio win🔥
kubo goal😍
lampard lose😹
hazard bench😿

what a day😋","lazio win
kubo goal
lampard lose
hazard bench

what a day","['🔥', '😍', '😋']"
81,answer to dietitian 😋😜,answer to dietitian ,['😋']
82,ass manager u don't even need to work much 🤣.. the ass no too get wahala 🙊,ass manager u don't even need to work much .. the ass no too get wahala ,['🤣']
83,"i find it fascinating 😋 havinf fun exploring different ways to eat it and different types - that green one has grated daikon, which i'm excited to try!","i find it fascinating  havinf fun exploring different ways to eat it and different types - that green one has grated daikon, which i'm excited to try!",['😋']
84,99% are no salt! all they have is delicious flavor 😋,99% are no salt! all they have is delicious flavor ,['😋']
85,"or something 😋. how i ended with an athlete i'll never know. (smarty pants too, that i get 😁)
can't wait to see you!  he won't be there, he's got finals that week.","or something . how i ended with an athlete i'll never know. (smarty pants too, that i get )
can't wait to see you!  he won't be there, he's got finals that week.",['😋']
86,#whatimissmostfromchildhood : foood; 90s food were more flavorful. 🤔 😋🤪,#whatimissmostfromchildhood : foood; 90s food were more flavorful.  ,"['🤔', '😋']"
87,all these 😋 and still single..like how 👀,all these  and still single..like how ,"['😋', '👀']"
88,"😀👌💥😋💯 
activity city team shake law summer especially worry. 
 #胁迫 #投稿 #三坑"," 
activity city team shake law summer especially worry. 
 #胁迫 #投稿 #三坑",['😋']
89,sounds and looks delicious steph😋take a break and get some rest🍷🙏,sounds and looks delicious stephtake a break and get some rest,"['😋', '🙏']"
90,"vtuber vs irl

care to join me for a pj party? i brought snacks 😋","vtuber vs irl

care to join me for a pj party? i brought snacks ",['😋']
91,"ha, how weird, it must be a case of ""great minds think alike!"" although in saying that it was in the reduced section at tesco and i gave it a try on a whim 😁 i didn't do anything exciting with it, but now i know how well it cooks i might make a goan curry or something 😋","ha, how weird, it must be a case of ""great minds think alike!"" although in saying that it was in the reduced section at tesco and i gave it a try on a whim  i didn't do anything exciting with it, but now i know how well it cooks i might make a goan curry or something ",['😋']
92,"some parts were a little steep but most of it was easy amd all of it was beautiful. i get paid to do it, too. 😋","some parts were a little steep but most of it was easy amd all of it was beautiful. i get paid to do it, too. ",['😋']
93,awww i'll definitely come back and haunt you for make-out sessions 😋😋💖💖,awww i'll definitely come back and haunt you for make-out sessions ,"['😋', '😋']"
94,agbado master need to be blocked too 😋,agbado master need to be blocked too ,['😋']
95,"heaven!😋😇
🌱🍫cakes and fruits ❤🍎🍌🍇","heaven!
cakes and fruits ❤","['😋', '😇']"
96,"if i had to speak about love, id tell them abt myself 😋","if i had to speak about love, id tell them abt myself ",['😋']
97,i could order chinese every day so yummy 😋,i could order chinese every day so yummy ,['😋']
98,sorry to get your hopes up for half a second 😋,sorry to get your hopes up for half a second ,['😋']
99,that vib just gave me the best nut 😋 havnt had a good one since him 😒😒,that vib just gave me the best nut  havnt had a good one since him ,['😋']
100,"today is all can eat at the buffet. address: 20-07 127th st 4th floor, college point, ny 11356 😋👍🇯🇵","today is all can eat at the buffet. address: 20-07 127th st 4th floor, college point, ny 11356 ","['😋', '👍']"
101,nice and tight and compact 😋,nice and tight and compact ,['😋']
102,do u take suggestions for corn doges? 😋,do u take suggestions for corn doges? ,['😋']
103,this! 😋,this! ,['😋']
104,"morning, happy easter japan. you know what we gotta do. my sister jealousy. let's bring it 😋👍🇯🇵  👇","morning, happy easter japan. you know what we gotta do. my sister jealousy. let's bring it   ","['😋', '👍']"
105,very pretty. and that ass is banging 😋 😍,very pretty. and that ass is banging  ,"['😋', '😍']"
106,the best thing about chianti and blueberries is that i have something to snack on while my quiches in the oven 😋🤤😉🥰💜,the best thing about chianti and blueberries is that i have something to snack on while my quiches in the oven ,"['😋', '😉', '🥰']"
107,"agreed, but i’d like to try it.
😋😋","agreed, but i’d like to try it.
","['😋', '😋']"
108,i just finished eating some!! 😋,i just finished eating some!! ,['😋']
109,i’d love to slide that pretty string to the side 🍑🖤🔥 happy easter mia 😋😘,i’d love to slide that pretty string to the side  happy easter mia ,"['🔥', '😋']"
110,starting the prep early for our easter dinner tomorrow #legoflamb 😋😋,starting the prep early for our easter dinner tomorrow #legoflamb ,"['😋', '😋']"
111,||: what if i set up a pinned and post a shipping tier list 😋😍,||: what if i set up a pinned and post a shipping tier list ,"['😋', '😍']"
112,"all women are trash!
oh i'm sorry did i offend you? obviously not all women and if you're offended you must be one of the women i'm talking about, i've been abused by women a lot so now i'm a misogynist to cope but if you get upset at me you're the bad one 😋 #womenbelike","all women are trash!
oh i'm sorry did i offend you? obviously not all women and if you're offended you must be one of the women i'm talking about, i've been abused by women a lot so now i'm a misogynist to cope but if you get upset at me you're the bad one  #womenbelike",['😋']
113,"i found something delicious,alhamdulillah with all i have🙏😋","i found something delicious,alhamdulillah with all i have","['🙏', '😋']"
114,hoping atlanta knows you don’t have to scream 24/7 😋😋😋🤞🤞🤞,hoping atlanta knows you don’t have to scream 24/7 ,"['😋', '😋', '😋']"
115,"idk what im doing , but i done made 3 niggas block me 🤣🤣🤣i’m a lit bitch 😋","idk what im doing , but i done made 3 niggas block me i’m a lit bitch ","['🤣', '🤣', '🤣', '😋']"
116,i would love to smell your super sweaty stinky white socks and feet every single time 👃👃👃👃👃👃😋😋😋😋😋,i would love to smell your super sweaty stinky white socks and feet every single time ,"['😋', '😋', '😋', '😋', '😋']"
117,"developer is mike keiser, of bandon dunes, oregon  cabot collection of nova scotia, florida, santa lucia  scotland. trump's main global rival in golf development  a big republican party donor, he also donated $56,000 to heartland [climate change denial] institute.📷embo beach.","developer is mike keiser, of bandon dunes, oregon &amp; cabot collection of nova scotia, florida, santa lucia &amp; scotland. trump's main global rival in golf development &amp; a big republican party donor, he also donated $56,000 to heartland [climate change denial] institute.embo beach.",[]
118,oh man. i’m so hungry. i have not eaten a single thing today.😋,oh man. i’m so hungry. i have not eaten a single thing today.,['😋']
119,never saw it. 😋,never saw it. ,['😋']
120,idk how many pcs and inclusions and stuff is in it but sumin and jinsik 😋,idk how many pcs and inclusions and stuff is in it but sumin and jinsik ,['😋']
121,today’s food was 😋😋😋,today’s food was ,"['😋', '😋', '😋']"
122,"just had dinner at mrs. stouffer's house. man, she makes a mean meatloaf! 😋

#repbx","just had dinner at mrs. stouffer's house. man, she makes a mean meatloaf! 

#repbx",['😋']
123,those are so good!!! 😋,those are so good!!! ,['😋']
124,making an outro process starts todayyyyy 😋🤗🤗🤭,making an outro process starts todayyyyy ,['😋']
125,he better be glad that goat isn't on the other side of the fence! 😂,he better be glad that goat isn't on the other side of the fence! ,['😂']
126,talk about guilding the lilly! 😋,talk about guilding the lilly! ,['😋']
127,that looks so very yummy 😍😋😋😋😋,that looks so very yummy ,"['😍', '😋', '😋', '😋', '😋']"
128,you're motivating me to clean but i can't spend 4 hours rn it's the middle of the night lol i'll just start somewhere better than nothing 😋,you're motivating me to clean but i can't spend 4 hours rn it's the middle of the night lol i'll just start somewhere better than nothing ,['😋']
129,"zucchini pasta for dinner.😋 what about you? what did you have? ❤
#govegan #veganfood #veganhour #foodblogger #vegetarian #health #food #easter2023 #easterweekend #photo #picoftheday #kris10vegan","zucchini pasta for dinner. what about you? what did you have? ❤
#govegan #veganfood #veganhour #foodblogger #vegetarian #health #food #easter2023 #easterweekend #photo #picoftheday #kris10vegan",['😋']
130,i know the movie and that part of the movie but the name of the movie is slipping my mind because there's two big distractions lol 😋,i know the movie and that part of the movie but the name of the movie is slipping my mind because there's two big distractions lol ,['😋']
131,she's clumsy. she's gonna drop some of that snack! 😋,she's clumsy. she's gonna drop some of that snack! ,['😋']
132,"favorite picture 😋
#savefirstkill #firstkill

finish what you start","favorite picture 
#savefirstkill #firstkill

finish what you start",['😋']
133,"the sprinkles all together 😋 strawberry, vanilla, and blueberry!","the sprinkles all together  strawberry, vanilla, and blueberry!",['😋']
134,chelsea fans drop aza for easter giveaway 😋una no deserve dis kin suffer🥺,chelsea fans drop aza for easter giveaway una no deserve dis kin suffer,['😋']
135,such a goofster😋,such a goofster,['😋']
136,ahhh yes i agree not all women can give birth in their womb due to lots of factors that’s why ivf and other things can be used 😋👏,ahhh yes i agree not all women can give birth in their womb due to lots of factors that’s why ivf and other things can be used ,['😋']
137,really appeals to the farhan lovers and the farhan haters 😋,really appeals to the farhan lovers and the farhan haters ,['😋']
138,"demon slayer morgen, insomniacs after school (anime of the year) am montag und ranking of kings am donnerstag 😋","demon slayer morgen, insomniacs after school (anime of the year) am montag und ranking of kings am donnerstag ",['😋']
139,is this another golfing question? 😋,is this another golfing question? ,['😋']
140,"because person post giveaway
oya drop account number..
na then you start prayers start finding problem for yourself
look at you 😒😒","because person post giveaway
oya drop account number..
na then you start prayers start finding problem for yourself
look at you ",[]
141,yeah. canned sucks. i wanted it when i was a kid because i watched popeye. 😋,yeah. canned sucks. i wanted it when i was a kid because i watched popeye. ,['😋']
142,picking my daughters up from their hair appointment 😍 yeahhhh who daughters be this pretty!!!,picking my daughters up from their hair appointment  yeahhhh who daughters be this pretty!!!,['😍']
143,"day 9: i've gotten so much done today after a day of recovery yesterday (i got my pizza 😋)! baby's laundry is done  both of our luggages r unpacked. my laundry is drying. i've cleaned up around the house  made the easter baskets for tomorrow. now, lesson planning.","day 9: i've gotten so much done today after a day of recovery yesterday (i got my pizza )! baby's laundry is done &amp; both of our luggages r unpacked. my laundry is drying. i've cleaned up around the house &amp; made the easter baskets for tomorrow. now, lesson planning.",['😋']
144,ooo yum! what is it?😋,ooo yum! what is it?,['😋']
145,tl is so...  anyways what are you all having for sehri 😋,tl is so...  anyways what are you all having for sehri ,['😋']
146,my laundry mat has cookies and coffee. 😋,my laundry mat has cookies and coffee. ,['😋']
147,also a turkey hotdog with dill pickle slices 😋,also a turkey hotdog with dill pickle slices ,['😋']
148,rich you are 😋🍑💦,rich you are ,['😋']
149,me when the account i reported got suspended 😋 boom bitch,me when the account i reported got suspended  boom bitch,['😋']
150,wtf is this💀,wtf is this,['💀']
151,i would love to wash them with my mouth 😋😋😋😋😋👃👃👃👃👃👃,i would love to wash them with my mouth ,"['😋', '😋', '😋', '😋', '😋']"
152,"hurrr sake of this english madam in my shs , i never missed her class. she was 😍😋","hurrr sake of this english madam in my shs , i never missed her class. she was ","['😍', '😋']"
153,i can tell you but it would be better if i showed t😋😻🍑💦💦💦💦💦🍆💦💦💦💦💦💦💦💦,i can tell you but it would be better if i showed t,['😋']
154,it is just stunning and beautiful! love it!😋,it is just stunning and beautiful! love it!,['😋']
155,"love queen rih, you know the navy gon hold it down 😋💜","love queen rih, you know the navy gon hold it down ",['😋']
156,nothing! you’re just too pretty for this cast! maybe next season 🤍🙈😋,nothing! you’re just too pretty for this cast! maybe next season ,"['🤍', '😋']"
157,"you're having fun this night
smoking his pack
love to see it😋☝🏾","you're having fun this night
smoking his pack
love to see it☝",['😋']
158,"[i hope to get to all of your notification soon! i'm in korea so i haven't had a chance, but rest assured i'm spending my time well eating lots of yummy food!] 😋","[i hope to get to all of your notification soon! i'm in korea so i haven't had a chance, but rest assured i'm spending my time well eating lots of yummy food!] ",['😋']
159,that #9 and #48 🤩,that #9 and #48 ,[]
160,omg😍😍😍👃👃👃👃👃😋😋😋😋i would love to smell your super sweaty stinky white socks every single time 👃👃👃,omgi would love to smell your super sweaty stinky white socks every single time ,"['😍', '😍', '😍', '😋', '😋', '😋', '😋']"
161,i’m gonna need my sister to watch how she’s speaking to me because soon… im gonna pop her in her fucking mouth 😋,i’m gonna need my sister to watch how she’s speaking to me because soon… im gonna pop her in her fucking mouth ,['😋']
162,she is really not somebody to write home about if we are being honest. you her fan knows better. 😋😋,she is really not somebody to write home about if we are being honest. you her fan knows better. ,"['😋', '😋']"
163,"nice thick piece of cod from al's seafood restaurant  market; it’s what’s for dinner❣️😋❣️served with smashed yukon gold potatoes and stemed green beans❣️yum😋😋😋❣️

#bevtabetphotography 
#bevtabetphoto 
#alsseafoodrestaurantandmarket","nice thick piece of cod from al's seafood restaurant &amp; market; it’s what’s for dinner❣️❣️served with smashed yukon gold potatoes and stemed green beans❣️yum❣️

#bevtabetphotography 
#bevtabetphoto 
#alsseafoodrestaurantandmarket","['😋', '😋', '😋', '😋']"
164,injun need bf 😋😋 yang mau dm aja yachh^^ #moots #roleplayerindonesia #roleplayeraccount #roleplayer,injun need bf  yang mau dm aja yachh^^ #moots #roleplayerindonesia #roleplayeraccount #roleplayer,"['😋', '😋']"
165,and u can keep getting the same people in ur replies confused bcz all women are “naturally born women” 😋,and u can keep getting the same people in ur replies confused bcz all women are “naturally born women” ,['😋']
166,finally the daily prometheus cooking is back😋,finally the daily prometheus cooking is back,['😋']
167,"45 shows between now. .. 
 august. that's amazing 

52 in total. how's that for a work rate ?
😋
🍦
🦋","45 shows between now. .. 
&amp; august. that's amazing 

52 in total. how's that for a work rate ?


",['😋']
168,i was able to sleep for 3 hours 😋😆🥰😍,i was able to sleep for 3 hours ,"['😋', '🥰', '😍']"
169,she's bloody gorgeous! can i have those pretty panties for a while? as i imagine her scent is hypnotic  🥴😋😚😍,she's bloody gorgeous! can i have those pretty panties for a while? as i imagine her scent is hypnotic  ,"['😋', '😍']"
170,omg😍😍😍🧦🧦👃👃👃👃😋😋😋😋😋this is what exactly i want super sweaty stinky white socks 👃👃👃👃just put them on my face for ever,omgthis is what exactly i want super sweaty stinky white socks just put them on my face for ever,"['😍', '😍', '😍', '😋', '😋', '😋', '😋', '😋']"
171,all of those options sound delish 😋,all of those options sound delish ,['😋']
172,omg!!! 🥹😋 his shirt is everything 😂🤣👊🏼 beautiful set up!,omg!!!  his shirt is everything  beautiful set up!,"['\U0001f979', '😋', '😂', '🤣']"
173,lmaooooo when she said she wanted to smell it all day 😅😋,lmaooooo when she said she wanted to smell it all day ,"['😅', '😋']"
174,"awe!! yours must be good!! 😋 my mom makes the best, even the grandkids always loved it. wanting nannys macaroni and tomatoes ..🍅","awe!! yours must be good!!  my mom makes the best, even the grandkids always loved it. wanting nannys macaroni and tomatoes ..",['😋']
175,you cooking up some lovely food 😋,you cooking up some lovely food ,['😋']
176,i'll be cooking black beans and rice for my burritos 🌯 😋,i'll be cooking black beans and rice for my burritos  ,['😋']
177,"congratulations 🎉 
one day it happens to me  😋, i dream about it my favorite collector 🥰","congratulations  
one day it happens to me  , i dream about it my favorite collector ","['🎉', '😋', '🥰']"
178,henry did it before. and npw messi is gonna do it twice 😋,henry did it before. and npw messi is gonna do it twice ,['😋']
179,"this is the first time in 14 years it hasn’t rained on my birthday, it’s nice enjoying the sun 😋","this is the first time in 14 years it hasn’t rained on my birthday, it’s nice enjoying the sun ",['😋']
180,pic a playlist and i'll give you a song 😋,pic a playlist and i'll give you a song ,['😋']
181,more delicious thing than you are 😍😍😍😍😍😋😋😋😋,more delicious thing than you are ,"['😍', '😍', '😍', '😍', '😍', '😋', '😋', '😋', '😋']"
182,my jimin albums r here i think 😋,my jimin albums r here i think ,['😋']
183,mine have not been home for many easters. this is my easter treat this year. 😋🐣,mine have not been home for many easters. this is my easter treat this year. ,"['😋', '🐣']"
184,candy crush sweet 😋,candy crush sweet ,['😋']
185,okay i know that from now on everyone will prioritise their 1-pick (myself included) but if any of you doesn't have a 1-pick / your 1-pick gets eliminated or you have spare devices idk vote for him (+zhang hao 😋),okay i know that from now on everyone will prioritise their 1-pick (myself included) but if any of you doesn't have a 1-pick / your 1-pick gets eliminated or you have spare devices idk vote for him (+zhang hao ),['😋']
186,well hurry up then 😤😋,well hurry up then ,"['😤', '😋']"
187,so what you're telling me sweetie in a round about is you need a good old fashioned tongue lashing from an ol country cowboy???!!! 🤠😋😜😛👅,so what you're telling me sweetie in a round about is you need a good old fashioned tongue lashing from an ol country cowboy???!!! ,['😋']
188,your a gremlin does that count 😋,your a gremlin does that count ,['😋']
189,they are very lovely legs 😋,they are very lovely legs ,['😋']
190,"ahh i see, we never know but just asking 😋🏃🏃","ahh i see, we never know but just asking ",['😋']
191,i'd be putting that phone down and grabbing me some grub. look delicious 😋,i'd be putting that phone down and grabbing me some grub. look delicious ,['😋']
192,"i could do a ""long pig"" roast given a fire pit. 😋","i could do a ""long pig"" roast given a fire pit. ",['😋']
193,"i would eat that 😋 (i had to resist saying i’d eat your pie, as that sounded inappropriate 🙈😂)","i would eat that  (i had to resist saying i’d eat your pie, as that sounded inappropriate )","['😋', '😂']"
194,i just gained ten lbs reading this😋👍❤️,i just gained ten lbs reading this❤️,"['😋', '👍']"
195,he rly says 🤨😋🤨😋😀😋😀😋,he rly says ,"['😋', '😋', '😋', '😋']"
196,"i agree. an eta would be nice.  , you guys make the best chili. i’m literally waiting to stock up my food storage with dennison’s chunky chili with beans! 😋","i agree. an eta would be nice.  , you guys make the best chili. i’m literally waiting to stock up my food storage with dennison’s chunky chili with beans! ",['😋']
197,btw my gf posted cute pic today 😋🫶🏻,btw my gf posted cute pic today 🫶,['😋']
198,i love coming to cook outs that have have fire ass potato salad mmmm 😋,i love coming to cook outs that have have fire ass potato salad mmmm ,['😋']
199,sometimes you just need a snack of cheese and crackers😋#satisfied #delicious,sometimes you just need a snack of cheese and crackers#satisfied #delicious,['😋']
200,here’s one to try next time at the bar.  shot with a pickle(juice) back(chaser). unbelievable aftertaste.😋,here’s one to try next time at the bar.  shot with a pickle(juice) back(chaser). unbelievable aftertaste.,['😋']
201,errr wtf  i’m not into magnum types but the ice creams are great…😋,errr wtf  i’m not into magnum types but the ice creams are great…,['😋']
202,my coconuts 😋🫦🥥 you can put it in your mouth 🥴✨🤤,my coconuts  you can put it in your mouth ✨,['😋']
