ID,Comments,raw text,emojis
11,#juryduty is a crazy concept tbh 👀 james marsden would’ve clued me in that something strange was going on bc he is crazy,#juryduty is a crazy concept tbh  james marsden would’ve clued me in that something strange was going on bc he is crazy,['👀']
12,potomac mills round 1 has music diver. idk when we got it but its hella popping off 👀,potomac mills round 1 has music diver. idk when we got it but its hella popping off ,['👀']
13,"we will get him inshaallah, the question is only when 👀","we will get him inshaallah, the question is only when ",['👀']
14,"goes on to cite that there's a shortage of labour. suggests that's because of victoria's big build. pressed on whether infrastructure dev should be halted (to free up labor). says no. 👀

not a single tangible position on anything that means anything.","goes on to cite that there's a shortage of labour. suggests that's because of victoria's big build. pressed on whether infrastructure dev should be halted (to free up labor). says no. 

not a single tangible position on anything that means anything.",['👀']
15,👀👀👀👀👀👀 you've watched it???? whos ur fave??? why is everyone going rabid for it????? is titty jesus my type??????, you've watched it???? whos ur fave??? why is everyone going rabid for it????? is titty jesus my type??????,"['👀', '👀', '👀', '👀', '👀', '👀']"
16,nah… but how they smoke tho? 👀,nah… but how they smoke tho? ,['👀']
17,"👀🔍 what really happened in jussie smollett's case? 🤔🕵️‍♀️ despite controversy and speculation, there's no evidence that political connections played a role in his release. let's approach the case with objectivity and critical thinking.  #objectiveperspective #jussiesmollett"," what really happened in jussie smollett's case? ️‍♀️ despite controversy and speculation, there's no evidence that political connections played a role in his release. let's approach the case with objectivity and critical thinking.  #objectiveperspective #jussiesmollett","['👀', '🔍', '🤔', '🕵']"
18,anyways even if he does see this i am not up to anything turco i promise x 👀🫢,anyways even if he does see this i am not up to anything turco i promise x ,"['👀', '\U0001fae2']"
19,"i claimed my "".stark"" domain name on 

claim yours before it's too late for a big surprise 👀 ... 

#starknet #starknetidodyssey","i claimed my "".stark"" domain name on 

claim yours before it's too late for a big surprise  ... 

#starknet #starknetidodyssey",['👀']
20,i see them everywhere 👀 😏,i see them everywhere  ,"['👀', '😏']"
21,"juan soto has career ownage on morton and is 2/2 on the day so far. 

soto to get on base is (+145). 👀

#padres #braves","juan soto has career ownage on morton and is 2/2 on the day so far. 

soto to get on base is (+145). 

#padres #braves",['👀']
22,okay cause these braid’s actually look good on me tho 🥰,okay cause these braid’s actually look good on me tho ,['🥰']
23,"kickin' back reading my  magazine 🤌

very good article by  and great spread covering different industry use cases for nfts in here 👀

will definitely be contributing reflekt material when the time comes. 

i'd highly recommend getting your own!","kickin' back reading my  magazine 

very good article by  and great spread covering different industry use cases for nfts in here 

will definitely be contributing reflekt material when the time comes. 

i'd highly recommend getting your own!","['🤌', '👀']"
24,i *think* i can see him 👀😂😂,i *think* i can see him ,"['👀', '😂', '😂']"
25,"makin big poopy on the dancefloor rn 
. everyone watch out 👀","makin big poopy on the dancefloor rn 
. everyone watch out ",['👀']
26,"""finally! the wait is almost over. can't wait for #nefariousmovie to take over theaters on april 14th and scare the living daylights out of everyone! make sure you follow this tweet below so that you don't miss it!"" 🔥👀#horrorfansunite #demonsarecoming","""finally! the wait is almost over. can't wait for #nefariousmovie to take over theaters on april 14th and scare the living daylights out of everyone! make sure you follow this tweet below so that you don't miss it!"" #horrorfansunite #demonsarecoming","['🔥', '👀']"
27,"t6 | just your regular old 1-5-3 groundout to get us out of the inning 👀

4-3 alabama

#rolltide || 📺 espnu","t6 | just your regular old 1-5-3 groundout to get us out of the inning 

4-3 alabama

#rolltide ||  espnu","['👀', '📺']"
28,the young mrs. is pretty. 😳👀❤️ #svengoolie,the young mrs. is pretty. ❤️ #svengoolie,"['😳', '👀']"
29,let's listen in and see what's going on 👀,let's listen in and see what's going on ,['👀']
30,"no, that would be terrible…..👀","no, that would be terrible…..",['👀']
31,which one 👀 asking for a friend,which one  asking for a friend,['👀']
32,that 🇩🇪 flag will soon turn into a 🇺🇸 flag 👀,that  flag will soon turn into a  flag ,"['🇩', '🇪', '🇺', '🇸', '👀']"
33,"codominance chapter 35 has been posted!! hope you guys like it 💞💞💞

it feels so short, but oh well... will worry about it later. 

big reveal in coming 👀🍼","codominance chapter 35 has been posted!! hope you guys like it 

it feels so short, but oh well... will worry about it later. 

big reveal in coming ","['💞', '💞', '💞', '👀', '🍼']"
34,what you drinking on 👀,what you drinking on ,['👀']
35,"graduands🎓 came down last week♻️ to join our homecoming🕸️ service. it was a sight to behold and our lenses captured everything live❗️❗️❗️
take a peek👀  do well to join our #jointservice at 9am🕘💒.
#wgyb📷","graduands came down last week♻️ to join our homecoming️ service. it was a sight to behold and our lenses captured everything live❗️❗️❗️
take a peek &amp; do well to join our #jointservice at 9am.
#wgyb","['🎓', '🕸', '👀', '🕘', '💒', '📷']"
36,would love to bring this to our community at the  👀,would love to bring this to our community at the  ,['👀']
37,"👀what a surprise!!
i finally achieved aces high.
all missions completed.
 #web3gaming","what a surprise!!
i finally achieved aces high.
all missions completed.
 #web3gaming",['👀']
38,oh hey i see me and len 👀,oh hey i see me and len ,['👀']
39,what’s that 👀,what’s that ,['👀']
40,at me or the splinter twin? 👀,at me or the splinter twin? ,['👀']
41,spending it with family of course! that’s what matters most. my son loves easter 🐣 and he also loves crumbl 👀,spending it with family of course! that’s what matters most. my son loves easter  and he also loves crumbl ,"['🐣', '👀']"
42,please tell me there’s an uncovered version 👀,please tell me there’s an uncovered version ,['👀']
43,i am going to be bold and not insist on that actually… 👀💦,i am going to be bold and not insist on that actually… ,"['👀', '💦']"
44,big fly!! i see you 👀 way to swing it💪🏻,big fly!! i see you  way to swing it,"['👀', '💪', '🏻']"
45,ejoleeee who are these fools 😂👀,ejoleeee who are these fools ,"['😂', '👀']"
46,they do already seem perfect for each other lol but absolutely more to him then he is letting on 👀,they do already seem perfect for each other lol but absolutely more to him then he is letting on ,['👀']
47,👀 wasn’t expecting this this weekend, wasn’t expecting this this weekend,['👀']
48,"our waiter was flirting with all of us so maybe we'll see him later. 👀 i think it was mostly not directed at me, but it was nice to be included. (we represent the full spectrum of genders, so one can hope)","our waiter was flirting with all of us so maybe we'll see him later.  i think it was mostly not directed at me, but it was nice to be included. (we represent the full spectrum of genders, so one can hope)",['👀']
49,he’s destroying your country before our very eyes 👀,he’s destroying your country before our very eyes ,['👀']
50,"dont miss it guys 👀
 and #narwhalfinance","dont miss it guys 
 and #narwhalfinance",['👀']
51,damn this lil bitch kinda bad i’m starting to think she a barbie 👀,damn this lil bitch kinda bad i’m starting to think she a barbie ,['👀']
52,. possibly the best dancer in the scene! 👀,. possibly the best dancer in the scene! ,['👀']
53,"my unpopular opinion of the week:
2020: everyone’s a covid-19 expert👀
2021: everyone’s a dei expert👀
2022: everyone’s a climate expert👀👀
what will 2023 bring i wonder?🤔","my unpopular opinion of the week:
2020: everyone’s a covid-19 expert
2021: everyone’s a dei expert
2022: everyone’s a climate expert
what will 2023 bring i wonder?","['👀', '👀', '👀', '👀', '🤔']"
54,where my fellow #dickshooters at?!?! 👀,where my fellow #dickshooters at?!?! ,['👀']
55,who’s here👀?,who’s here?,['👀']
56,i wouldn’t know 👀 i don’t even know the value of those.,i wouldn’t know  i don’t even know the value of those.,['👀']
57,who is the mouse in that dudes pocket? 👀,who is the mouse in that dudes pocket? ,['👀']
58,can you buy me one? 👀,can you buy me one? ,['👀']
59,👀👀 need a ft call this week. lots to catch up on 😘, need a ft call this week. lots to catch up on ,"['👀', '👀', '😘']"
60,it was a close fight but forward pressure in my opinion will reward loopy godinez. there will definitely be some 👀 scores announced here #ufc287 ; predicting a 30-27 for godinez,it was a close fight but forward pressure in my opinion will reward loopy godinez. there will definitely be some  scores announced here #ufc287 ; predicting a 30-27 for godinez,['👀']
61,👀👀👀… maybe. i actually have no clue what you’re talking about,… maybe. i actually have no clue what you’re talking about,"['👀', '👀', '👀']"
62,"1% listed  

👀👀","1% listed  

","['👀', '👀']"
63,"ilya samsonov chatting with team athletic therapist paul ayotte. 👀

earlier today the leafs signed university of toronto's jett alexander to and amateur tryout contract for the purpose of backing up samsonov tonight.","ilya samsonov chatting with team athletic therapist paul ayotte. 

earlier today the leafs signed university of toronto's jett alexander to and amateur tryout contract for the purpose of backing up samsonov tonight.",['👀']
64,"just minted a silver shield of braavos with my domain oneday.braavos.stark 🛡️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever 👀","just minted a silver shield of braavos with my domain oneday.braavos.stark ️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever ","['🛡', '👀']"
65,ahahha man if i do pop up i want the fanart to pop up tbh 👀👀👀👀,ahahha man if i do pop up i want the fanart to pop up tbh ,"['👀', '👀', '👀', '👀']"
66,"finally some movement. again, too early to celebrate but cartel appears to be back 👀 ..break out of this fakin 100$ range and flip 28.2 - i’ll add to long.","finally some movement. again, too early to celebrate but cartel appears to be back  ..break out of this fakin 100$ range and flip 28.2 -&gt; i’ll add to long.",['👀']
67,do you think a king andrias would be possible? 👀 i’d die for that,do you think a king andrias would be possible?  i’d die for that,['👀']
68,ayeee love to have you fam 🫡,ayeee love to have you fam ,['\U0001fae1']
69,"after the sydney debacle, please be on notice for the gather round when it comes to shots from the pocket. go with the best angle, not your bells and whistles and for goodness sakes, stop zooming in so much after the shot. 👀","after the sydney debacle, please be on notice for the gather round when it comes to shots from the pocket. go with the best angle, not your bells and whistles and for goodness sakes, stop zooming in so much after the shot. ",['👀']
70,should i post the colby video right now? 👀,should i post the colby video right now? ,['👀']
71,th3re can only be one #alveychain $walv $alv  👀,th3re can only be one #alveychain $walv $alv  ,['👀']
72,gotta run a small errand then we will be gaming 👀,gotta run a small errand then we will be gaming ,['👀']
73,👀✨oh dear max 💜✨you served the cake in the most delicate way ✨🐧✨💋,✨oh dear max ✨you served the cake in the most delicate way ✨✨,"['👀', '💜', '🐧', '💋']"
74,next year?! 👀😩,next year?! ,"['👀', '😩']"
75,and worked again. 👀👀,and worked again. ,"['👀', '👀']"
76,"if you have littles in your life that get excited about the easter bunny, kick it up a notch with some easy bunny tracks next to their basket. 👀","if you have littles in your life that get excited about the easter bunny, kick it up a notch with some easy bunny tracks next to their basket. ",['👀']
77,"nervous about this one going to the judges… 👀 i scored it for loopy, round 1 and 3. but it’s cloooose. #ufc287","nervous about this one going to the judges…  i scored it for loopy, round 1 and 3. but it’s cloooose. #ufc287",['👀']
78,great reporting!  just 147 days before game 1!! 👀 #gocats i see you  💪🏾 welcome camron!,great reporting!  just 147 days before game 1!!  #gocats i see you   welcome camron!,"['👀', '💪', '🏾']"
79,"👀👀👀👀👀👀👀👀👀
looking for a dynamic and talented human resources generalist to join our team! 

are you ready to take your hr expertise to the next level and make a real impact on a growing organization? 

look no further, because we have the perfect…","
looking for a dynamic and talented human resources generalist to join our team! 

are you ready to take your hr expertise to the next level and make a real impact on a growing organization? 

look no further, because we have the perfect…","['👀', '👀', '👀', '👀', '👀', '👀', '👀', '👀', '👀']"
80,congratulations yoongi we're so proud of you🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,congratulations yoongi we're so proud of you,"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰']"
81,"this is already enough interest for me to consider doing it, i think ill start planning some stuff out for this after i finish my current commission 👀","this is already enough interest for me to consider doing it, i think ill start planning some stuff out for this after i finish my current commission ",['👀']
82,"i do agree with the bible thumpers always quoting it when anyone questions what trump says. i’m not taking either side, but if you don’t agree and follow god/bible when talking about the plan/trump you are considered a troll/shill. 😬👍we will see","i do agree with the bible thumpers always quoting it when anyone questions what trump says. i’m not taking either side, but if you don’t agree and follow god/bible when talking about the plan/trump you are considered a troll/shill. we will see","['😬', '👍']"
83,dhdjdkff wait i can guess??? 👀,dhdjdkff wait i can guess??? ,['👀']
84,and life just goes on ❤️‍🩹,and life just goes on ❤️‍,['🩹']
85,yeah i got that weakness👀🤣,yeah i got that weakness,"['👀', '🤣']"
86,"hi sista f another mista🙋🏼‍♀️
we do look👀 alike🧚🏽🧚🏽
eyes…nose…face shape💎","hi sista f another mista‍♀️
we do look alike
eyes…nose…face shape","['🙋', '🏼', '👀', '🧚', '🏽', '🧚', '🏽', '💎']"
87,not anymore 👀,not anymore ,['👀']
88,cunservatives will be drinkimg milk only from now on! 👀😂🤣😆,cunservatives will be drinkimg milk only from now on! ,"['👀', '😂', '🤣', '😆']"
89,i don’t believe you have this… 👀,i don’t believe you have this… ,['👀']
90,"my big bro and i loved it!

also we did see the credits scenes that you mentioned. i hope there's a sequel coming. 👀","my big bro and i loved it!

also we did see the credits scenes that you mentioned. i hope there's a sequel coming. ",['👀']
91,they said red hair get ya ass ate👀,they said red hair get ya ass ate,['👀']
92,my friend is travelling to europe… 👀,my friend is travelling to europe… ,['👀']
93,oh you’re gripping that thing fr 👀,oh you’re gripping that thing fr ,['👀']
94,wait. you have a favourite? 👀 😉,wait. you have a favourite?  ,"['👀', '😉']"
95,"👀 portable inhaler nebulizer, auto cleaing handheld nebulizer for adults/kids

‼️ ️ historical minimum
💰  only 32.99 $  instead of 47.99 $  (- 31%) 
🎟  code:   nv85dyeq 
🕙 deal ends at: 9:24 pm

🔎"," portable inhaler nebulizer, auto cleaing handheld nebulizer for adults/kids

‼️ ️ historical minimum
  only 32.99 $  instead of 47.99 $  (- 31%) 
  code:   nv85dyeq 
 deal ends at: 9:24 pm

","['👀', '💰', '🎟', '🕙', '🔎']"
96,👀this now,this now,['👀']
97,"geoengineering watch global alert news, april 8, 2023, # 400 ( dane wigi...  via 
l👀k up and pay attention!👊🏼","geoengineering watch global alert news, april 8, 2023, # 400 ( dane wigi...  via 
lk up and pay attention!","['👀', '👊', '🏼']"
98,time to base up for ufc 👀,time to base up for ufc ,['👀']
99,this is the same thing that happened with her and destiny. now her and stormy not speaking 👀 #lamh,this is the same thing that happened with her and destiny. now her and stormy not speaking  #lamh,['👀']
100,"bro #spreadthegoop that’s alpha🟢🗑
had to make something🤔 but i only had time during my break….
made some trashy eyes 👀 but i felt sorry for them so i made a couple of slippers, a bottle of goop, one toads eye and another pair of trashy eyes
gotta tell ya…","bro #spreadthegoop that’s alpha
had to make something but i only had time during my break….
made some trashy eyes  but i felt sorry for them so i made a couple of slippers, a bottle of goop, one toads eye and another pair of trashy eyes
gotta tell ya…","['🟢', '🗑', '🤔', '👀']"
101,"👀find the show on yt:


🥂join our discord here: 


we'll also be talking #stepn, #sleepagotchi, and #genopets, so please bring your questions to the live chat ☺️

see you there #fimily🥰❤️","find the show on yt:


join our discord here: 


we'll also be talking #stepn, #sleepagotchi, and #genopets, so please bring your questions to the live chat ☺️

see you there #fimily❤️","['👀', '🥂', '🥰']"
102,"just minted a silver shield of braavos with my domain  🛡️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever 👀","just minted a silver shield of braavos with my domain  ️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever ","['🛡', '👀']"
103,"oh look, i’m back! 👀
#residentevil4remake #twitchaffiliate #smallstreamer","oh look, i’m back! 
#residentevil4remake #twitchaffiliate #smallstreamer",['👀']
104,"still, it was cool to see gpt do what it did. it just needs someone at the helm who is paying attention, and isn’t getting distracted by the magic of llms 👀","still, it was cool to see gpt do what it did. it just needs someone at the helm who is paying attention, and isn’t getting distracted by the magic of llms ",['👀']
105,"image from  job listings page, could we be looking at the new game's concept art? 👀👀","image from  job listings page, could we be looking at the new game's concept art? ","['👀', '👀']"
106,"🚨 breaking: reece james is leaving chelsea to join their rivals in a £90m move.

chelsea football club is falling apart! 👀😳

full story:"," breaking: reece james is leaving chelsea to join their rivals in a £90m move.

chelsea football club is falling apart! 

full story:","['🚨', '👀', '😳']"
107,"#uniswap/#uni under the 20 d🟧sma... feeling wedgy... 😏✊

same... ""need volume and a strong #btc. rsi needs to break resistance line. 👀""","#uniswap/#uni under the 20 dsma... feeling wedgy... ✊

same... ""need volume and a strong #btc. rsi needs to break resistance line. ""","['🟧', '😏', '👀']"
108,intentionally outrageous nonsense designed to be amplified by people sharing it online...👀,intentionally outrageous nonsense designed to be amplified by people sharing it online...,['👀']
109,this edit for   finna be crazy 💫👀,this edit for   finna be crazy ,"['💫', '👀']"
110,what’s the strength xp rates on that one 👀👀,what’s the strength xp rates on that one ,"['👀', '👀']"
111,👀 imma need the secrets brother, imma need the secrets brother,['👀']
112,look how bellion is there… what if we get walls tonight 👀,look how bellion is there… what if we get walls tonight ,['👀']
113,"after when i finished watching the super mario bros movie.
i decided to get my hands on the super mario bros movie toys at target from jakks pacific.

by unboxing mario, luigi, and toad.
along with an unexpected crossover at the end.👀
#supermariobrosmovie","after when i finished watching the super mario bros movie.
i decided to get my hands on the super mario bros movie toys at target from jakks pacific.

by unboxing mario, luigi, and toad.
along with an unexpected crossover at the end.
#supermariobrosmovie",['👀']
114,"come home, the kids miss you 👀","come home, the kids miss you ",['👀']
115,"manager spreading rumors i tweet about my co-workers‼️‼️😒😒😡😡😡😡😡😡😡👀👀👀👀👀👀 

(this is a funny joke)","manager spreading rumors i tweet about my co-workers‼️‼️ 

(this is a funny joke)","['😒', '😒', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '👀', '👀', '👀', '👀', '👀', '👀']"
116,wait…are they going to show brett and tiff having sex?? 👀 #loveisblind #loveisblind4,wait…are they going to show brett and tiff having sex??  #loveisblind #loveisblind4,['👀']
117,apparently he's some player 👀👀👀,apparently he's some player ,"['👀', '👀', '👀']"
118,quote this with a pic or vid of 🫵🏽 at your job‼️🙈📲👌🏽👀,quote this with a pic or vid of 🫵 at your job‼️,"['🏽', '🙈', '📲', '👌', '🏽', '👀']"
119,and i oop! what they lookin like 👀,and i oop! what they lookin like ,['👀']
120,you should be a track commentator 👀,you should be a track commentator ,['👀']
121,"kisten oswald an hr person contributing to a hostile environment 👀

joanna cherry quit snp ruling council over ‘menacing’ attitude","kisten oswald an hr person contributing to a hostile environment 

joanna cherry quit snp ruling council over ‘menacing’ attitude",['👀']
122,"#nowplaying 🎶🎵 on 🐦 : 

🎶📀🎶🎵 d15arrayt0r 🇺🇦
🎶la5t 5unr153 🎶 
🐦 

 supports #artists across the #music #universe!!💫🎧  #rtitbot #tunein📡 

🔰🔰click me 🔰🔰
🌍🌏    👀","#nowplaying  on  : 

 d15arrayt0r 
la5t 5unr153  
 

 supports #artists across the #music #universe!!  #rtitbot #tunein 

click me 
    ","['🎶', '🎵', '🐦', '🎶', '📀', '🎶', '🎵', '🇺', '🇦', '🎶', '🎶', '🐦', '💫', '🎧', '📡', '🔰', '🔰', '🔰', '🔰', '🌍', '🌏', '👀']"
123,"account numbers 8  10 on orditalk is that good? 👀🛸 

screwed up my pfp lol 😂 embarrassed forever on chain.

prob be known as haze.","account numbers 8 &amp; 10 on orditalk is that good?  

screwed up my pfp lol  embarrassed forever on chain.

prob be known as haze.","['👀', '🛸', '😂']"
124,"i mean, call up jyp and ask him then 😂👀","i mean, call up jyp and ask him then ","['😂', '👀']"
125,"just minted a silver shield of braavos with my domain  🛡️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever 👀","just minted a silver shield of braavos with my domain  ️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever ","['🛡', '👀']"
126,any wknd 1 coachella passes out there👀😮‍💨,any wknd 1 coachella passes out there‍,"['👀', '😮', '💨']"
127,sooooo when can we get hits different on streaming?? 👀,sooooo when can we get hits different on streaming?? ,['👀']
128,"👀

don't call me out like that. it isn't my fault death follows me like a puppy...

unless you meant kill with kindness...that's a different matter all together","

don't call me out like that. it isn't my fault death follows me like a puppy...

unless you meant kill with kindness...that's a different matter all together",['👀']
129,"if a wallet became a company, fees would be tax, if at all, 👁️ peer to 👀 peer, fees become tax, transforming portions of ♾️ beer to pee~r.","if a wallet became a company, fees would be tax, if at all, ️ peer to  peer, fees become tax, transforming portions of ♾️ beer to pee~r.","['👁', '👀']"
130,🍸✈️👀 planning a trip to sigulda and wondering if you can bring alcohol on the plane? 🤔 check out our latest blog post for all the info you need! 🌍 #sigul,✈️ planning a trip to sigulda and wondering if you can bring alcohol on the plane?  check out our latest blog post for all the info you need!  #sigul,"['🍸', '👀', '🤔', '🌍']"
131,sorry i was busy lately. 👀💦,sorry i was busy lately. ,"['👀', '💦']"
132,"~~~~~~~~💻stream.exe initialized💻~~~~~~~~~~

starting around 9 cst, we'll be diving into phasmo joined by   and  

time to hunt down ghosts, find easter eggs, and totally not break the cursed object so it hunts down my friends 👀","~~~~~~~~stream.exe initialized~~~~~~~~~~

starting around 9 cst, we'll be diving into phasmo joined by   and  

time to hunt down ghosts, find easter eggs, and totally not break the cursed object so it hunts down my friends ","['💻', '💻', '👀']"
133,"if it’s been mid so far, i can’t wait for what’s coming next 👀","if it’s been mid so far, i can’t wait for what’s coming next ",['👀']
134,"just minted a silver shield of braavos with my domain 9fb6.braavos.stark 🛡️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever 👀","just minted a silver shield of braavos with my domain 9fb6.braavos.stark ️

go mint yours for free on  if you already have a stark domain or subdomain !

be quick, it might not last forever ","['🛡', '👀']"
135,girl. 👀 telling me you landed a dream job is not making it about you. let me celebrate you.,girl.  telling me you landed a dream job is not making it about you. let me celebrate you.,['👀']
136,"i have three more sketches of him, i'll post them all when i'm done~ 👀","i have three more sketches of him, i'll post them all when i'm done~ ",['👀']
137,there is nothing hornier to me than sending me a weird recipe and saying “we should make this 👀”,there is nothing hornier to me than sending me a weird recipe and saying “we should make this ”,['👀']
138,probably why they want ur guns too 👀,probably why they want ur guns too ,['👀']
139,"refreshing your ts account every 3min 👀

ts: liveon2legs","refreshing your ts account every 3min 

ts: liveon2legs",['👀']
140,for the record 👀,for the record ,['👀']
141,this is the way. create a loyal and organic community first and good things will come. the leaders really seem to know what they are doing and most likely come from past successful ventures.  💀👀,this is the way. create a loyal and organic community first and good things will come. the leaders really seem to know what they are doing and most likely come from past successful ventures.  ,"['💀', '👀']"
142,who know about these? 👀 #sweetoes,who know about these?  #sweetoes,['👀']
143,why white people age like bananas?👀🫠,why white people age like bananas?,"['👀', '\U0001fae0']"
144,any music grants for georgia or atlanta specifically 👀,any music grants for georgia or atlanta specifically ,['👀']
145,"my coworker just said ""i'm not hungry"" while chugging a coke zero and i'm like 👀👀","my coworker just said ""i'm not hungry"" while chugging a coke zero and i'm like ","['👀', '👀']"
146,"my municipality is in light blue, even though the rest of the county is red. 👀","my municipality is in light blue, even though the rest of the county is red. ",['👀']
147,ay  get your shit together 👀,ay  get your shit together ,['👀']
148,the video that i didn't think would get views got 1.6k last night!! 👀,the video that i didn't think would get views got 1.6k last night!! ,['👀']
149,"what would happen if chatgpt was only sourcing info from here? how would the answers read?

and by ""from here"" i mean the whole app... dms, drafts, ads... everything. 👀

all answers welcomed, wrong answers invited to kick it (figuratively).","what would happen if chatgpt was only sourcing info from here? how would the answers read?

and by ""from here"" i mean the whole app... dms, drafts, ads... everything. 

all answers welcomed, wrong answers invited to kick it (figuratively).",['👀']
150,👀👀it does?? ha! this actually means something,it does?? ha! this actually means something,"['👀', '👀']"
151,respect! what a total!! 👀,respect! what a total!! ,['👀']
152,who???👀👀,who???,"['👀', '👀']"
153,"⌛ there is still time to participate in the epson innovation challenge! 

have you started your application? 👀

finish it today 👈 and pitch directly to  digital innovation team 🚀","⌛ there is still time to participate in the epson innovation challenge! 

have you started your application? 

finish it today  and pitch directly to  digital innovation team ","['👀', '👈', '🚀']"
154,not a legal time but uh oh 👀👀👀,not a legal time but uh oh ,"['👀', '👀', '👀']"
155,👀👀 where at?, where at?,"['👀', '👀']"
156,because the cat couldn’t get to alyx or lewis like they originally hoped? 👀👀👀,because the cat couldn’t get to alyx or lewis like they originally hoped? ,"['👀', '👀', '👀']"
157,that was just 4 out of 11 songs and the internet is already exploding👀,that was just 4 out of 11 songs and the internet is already exploding,['👀']
158,funny how all is quite on  front! not got the bottle to come out and say anything.. maybe they finally realise the games up and they are royally fucked! don’t worry boys i’m sure not long till police come knocking on your door 👀 #corruption!,funny how all is quite on  front! not got the bottle to come out and say anything.. maybe they finally realise the games up and they are royally fucked! don’t worry boys i’m sure not long till police come knocking on your door  #corruption!,['👀']
159,👀👀 looks like she has nothing to say now, looks like she has nothing to say now,"['👀', '👀']"
160,"hear me out…these two🤭👀 
#bbvipal #teamqershiza 🍒","hear me out…these two 
#bbvipal #teamqershiza ","['🤭', '👀', '🍒']"
161,"🤣 ❤️‍🔥🎭🪞💀🛻🪞💡🎮➕️🎶👀🤪▶️🧀✨️🤔😕😪🤔❤️‍🔥💡😐 yuth forever blind skate head split alpha and omega 
puck"," ❤️‍🪞🪞➕️▶️✨️❤️‍ yuth forever blind skate head split alpha and omega 
puck","['🤣', '🔥', '🎭', '💀', '🛻', '💡', '🎮', '🎶', '👀', '🤪', '🧀', '🤔', '😕', '😪', '🤔', '🔥', '💡', '😐']"
162,he prolly watching these tweets right now 👀,he prolly watching these tweets right now ,['👀']
163,"19-20 # 230 bruno fernado mosaic 
left for the 🌈 

any 1/1's
green swirl /10
white mosaic /25
peacock 🦚 

please rt for more 👀

#heaterp 🐢 #terps 
#hobbyfam #thehobby #whodoyoucollect #buildingthebruno","19-20 # 230 bruno fernado mosaic 
left for the  

any 1/1's
green swirl /10
white mosaic /25
peacock  

please rt for more 

#heaterp  #terps 
#hobbyfam #thehobby #whodoyoucollect #buildingthebruno","['🌈', '🦚', '👀', '🐢']"
164,im not convinced per say but i am.... side eyeing 👀,im not convinced per say but i am.... side eyeing ,['👀']
